clip_id,ts,tentative_type,final_type,anchor_reason,extension_reason
20260420_202239/d032,5.667,graphic,graphic,,
20260420_202239/d032,6.000,graphic,graphic,,
20260420_202239/d032,6.333,graphic,graphic,,
20260420_202239/d032,6.667,graphic,graphic,,
20260420_202239/d032,7.000,graphic,graphic,,
20260420_202239/d032,7.333,graphic,graphic,,
20260420_202239/d032,7.667,graphic,graphic,,
20260420_202239/d032,8.000,graphic,graphic,,
20260420_202239/d032,8.333,graphic,graphic,,
20260420_202239/d032,8.667,graphic,graphic,,
20260420_202239/d032,9.000,graphic,graphic,,
20260420_202239/d032,9.333,graphic,graphic,,
20260420_202239/d032,9.667,graphic,graphic,,
20260420_202239/d032,10.000,graphic,graphic,,
20260420_202239/d032,10.333,pre_post,pre_post,,
20260420_202239/d032,10.667,pre_post,pre_post,,
20260420_202239/d032,11.000,pre_post,pre_post,,
20260420_202239/d032,11.333,pre_post,pre_post,,
20260420_202239/d032,11.667,pre_post,pre_post,,
20260420_202239/d032,12.000,pre_post,pre_post,,
20260420_202239/d032,12.333,pre_post,pre_post,,
20260420_202239/d032,12.667,pre_post,pre_post,,
20260420_202239/d032,13.000,delivery_candidate,pre_post,,
20260420_202239/d032,13.333,pre_post,pre_post,,
20260420_202239/d032,13.667,pre_post,pre_post,,
20260420_202239/d032,14.000,pre_post,pre_post,,
20260420_202239/d032,14.333,pre_post,pre_post,,
20260420_202239/d032,14.667,pre_post,pre_post,,
20260420_202239/d032,15.000,umpire_signal,umpire_signal,,
20260420_202239/d032,15.333,delivery_candidate,delivery,backward_backfill,backward_backfill
20260420_202239/d032,15.667,delivery_candidate,delivery,backward_backfill,backward_backfill
20260420_202239/d032,16.000,delivery,delivery,prod_post_shot,
20260420_202239/d032,16.333,delivery,delivery,prod_shot,
20260420_202239/d032,16.667,delivery,delivery,prod_post_shot,
20260420_202239/d032,17.000,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d032,17.333,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d032,17.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d032,18.000,pre_post,pre_post,,
20260420_202239/d032,18.333,pre_post,pre_post,,
20260420_202239/d032,18.667,pre_post,pre_post,,
20260420_202239/d032,19.000,pre_post,pre_post,,
20260420_202239/d032,19.333,delivery,delivery,prod_release,
20260420_202239/d032,19.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d032,20.000,delivery_candidate,delivery,forward_extension,forward_extension
20260420_202239/d032,20.333,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d032,20.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d032,21.000,delivery_candidate,pre_post,,
20260420_202239/d032,21.333,pre_post,pre_post,,
20260420_202239/d032,21.667,pre_post,pre_post,,
20260420_202239/d032,22.000,pre_post,pre_post,,
20260420_202239/d032,22.333,pre_post,pre_post,,
20260420_202239/d032,22.667,pre_post,pre_post,,
20260420_202239/d032,23.000,pre_post,pre_post,,
20260420_202239/d032,23.333,pre_post,pre_post,,
20260420_202239/d032,23.667,pre_post,pre_post,,
20260420_202239/d032,24.000,pre_post,pre_post,,
20260420_202239/d032,24.333,pre_post,pre_post,,
20260420_202239/d032,24.667,pre_post,pre_post,,
20260420_202239/d032,25.000,pre_post,pre_post,,
20260420_202239/d032,25.333,pre_post,pre_post,,
20260420_202239/d029,0.000,delivery_candidate,pre_post,,
20260420_202239/d029,0.333,pre_post,pre_post,,
20260420_202239/d029,0.667,pre_post,pre_post,,
20260420_202239/d029,1.000,delivery_candidate,pre_post,,
20260420_202239/d029,1.333,pre_post,pre_post,,
20260420_202239/d029,1.667,graphic,graphic,,
20260420_202239/d029,2.000,graphic,graphic,,
20260420_202239/d029,2.333,graphic,graphic,,
20260420_202239/d029,2.667,graphic,graphic,,
20260420_202239/d029,3.000,graphic,graphic,,
20260420_202239/d029,3.333,graphic,graphic,,
20260420_202239/d029,3.667,graphic,graphic,,
20260420_202239/d029,4.000,graphic,graphic,,
20260420_202239/d029,4.333,graphic,graphic,,
20260420_202239/d029,4.667,graphic,graphic,,
20260420_202239/d029,5.000,graphic,graphic,,
20260420_202239/d029,5.333,delivery_candidate,pre_post,,
20260420_202239/d029,5.667,graphic,graphic,,
20260420_202239/d029,6.000,graphic,graphic,,
20260420_202239/d029,6.333,graphic,graphic,,
20260420_202239/d029,6.667,graphic,graphic,,
20260420_202239/d029,7.000,graphic,graphic,,
20260420_202239/d029,7.333,graphic,graphic,,
20260420_202239/d029,7.667,graphic,graphic,,
20260420_202239/d029,8.000,graphic,graphic,,
20260420_202239/d029,8.333,graphic,graphic,,
20260420_202239/d029,8.667,graphic,graphic,,
20260420_202239/d029,9.000,graphic,graphic,,
20260420_202239/d029,9.333,pre_post,pre_post,,
20260420_202239/d029,9.667,pre_post,pre_post,,
20260420_202239/d029,10.000,pre_post,pre_post,,
20260420_202239/d029,10.333,pre_post,pre_post,,
20260420_202239/d029,10.667,pre_post,pre_post,,
20260420_202239/d029,11.000,delivery,delivery,prod_post_shot,
20260420_202239/d029,11.333,delivery,delivery,prod_post_shot,
20260420_202239/d029,11.667,delivery,delivery,prod_shot,
20260420_202239/d029,12.000,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d029,12.333,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d029,12.667,pre_post,pre_post,,
20260420_202239/d029,13.000,pre_post,pre_post,,
20260420_202239/d029,13.333,pre_post,pre_post,,
20260420_202239/d029,13.667,pre_post,pre_post,,
20260420_202239/d029,14.000,pre_post,pre_post,,
20260420_202239/d029,14.333,pre_post,pre_post,,
20260420_202239/d029,14.667,delivery,delivery,prod_release,
20260420_202239/d029,15.000,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d029,15.333,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d029,15.667,pre_post,pre_post,,
20260420_202239/d029,16.000,pre_post,pre_post,,
20260420_202239/d029,16.333,pre_post,pre_post,,
20260420_202239/d029,16.667,pre_post,pre_post,,
20260420_202239/d029,17.000,pre_post,pre_post,,
20260420_202239/d029,17.333,pre_post,pre_post,,
20260420_202239/d029,17.667,pre_post,pre_post,,
20260420_202239/d029,18.000,pre_post,pre_post,,
20260420_202239/d029,18.333,pre_post,pre_post,,
20260420_202239/d029,18.667,pre_post,pre_post,,
20260420_202239/d029,19.000,pre_post,pre_post,,
20260420_202239/d029,19.333,pre_post,pre_post,,
20260420_202239/d029,19.667,pre_post,pre_post,,
20260420_202239/d018,0.000,pre_post,pre_post,,
20260420_202239/d018,0.333,pre_post,pre_post,,
20260420_202239/d018,0.667,pre_post,pre_post,,
20260420_202239/d018,1.000,pre_post,pre_post,,
20260420_202239/d018,1.333,pre_post,pre_post,,
20260420_202239/d018,1.667,pre_post,pre_post,,
20260420_202239/d018,2.000,pre_post,pre_post,,
20260420_202239/d018,2.333,pre_post,pre_post,,
20260420_202239/d018,2.667,delivery_candidate,pre_post,,
20260420_202239/d018,3.000,pre_post,pre_post,,
20260420_202239/d018,3.333,pre_post,pre_post,,
20260420_202239/d018,3.667,pre_post,pre_post,,
20260420_202239/d018,4.000,pre_post,pre_post,,
20260420_202239/d018,4.333,pre_post,pre_post,,
20260420_202239/d018,4.667,pre_post,pre_post,,
20260420_202239/d018,5.000,pre_post,pre_post,,
20260420_202239/d018,5.333,pre_post,pre_post,,
20260420_202239/d018,5.667,pre_post,pre_post,,
20260420_202239/d018,6.000,pre_post,pre_post,,
20260420_202239/d018,6.333,pre_post,pre_post,,
20260420_202239/d018,6.667,pre_post,pre_post,,
20260420_202239/d018,7.000,pre_post,pre_post,,
20260420_202239/d018,7.333,pre_post,pre_post,,
20260420_202239/d018,7.667,pre_post,pre_post,,
20260420_202239/d018,8.000,pre_post,pre_post,,
20260420_202239/d018,8.333,delivery,pre_post,prod_release,
20260420_202239/d018,8.667,pre_post,pre_post,,
20260420_202239/d018,9.000,delivery_candidate,pre_post,,
20260420_202239/d018,9.333,pre_post,pre_post,,
20260420_202239/d018,9.667,pre_post,pre_post,,
20260420_202239/d018,10.000,pre_post,pre_post,,
20260420_202239/d018,10.333,pre_post,pre_post,,
20260420_202239/d018,10.667,pre_post,pre_post,,
20260420_202239/d018,11.000,pre_post,pre_post,,
20260420_202239/d018,11.333,pre_post,pre_post,,
20260420_202239/d018,11.667,delivery,delivery,prod_release,
20260420_202239/d018,12.000,delivery,delivery,prod_shot,
20260420_202239/d018,12.333,delivery,delivery,prod_shot,
20260420_202239/d018,12.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,13.000,graphic,graphic,,
20260420_202239/d018,13.333,pre_post,pre_post,,
20260420_202239/d018,13.667,graphic,graphic,,
20260420_202239/d018,14.000,graphic,graphic,,
20260420_202239/d018,14.333,delivery_candidate,pre_post,,
20260420_202239/d018,14.667,pre_post,pre_post,,
20260420_202239/d018,15.000,pre_post,pre_post,,
20260420_202239/d018,15.333,pre_post,pre_post,,
20260420_202239/d018,15.667,delivery,delivery,prod_flight,
20260420_202239/d018,16.000,delivery,delivery,prod_post_shot,
20260420_202239/d018,16.333,delivery_candidate,delivery,forward_extension,forward_extension
20260420_202239/d018,16.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,17.000,delivery_candidate,delivery,forward_extension,forward_extension
20260420_202239/d018,17.333,delivery_candidate,delivery,forward_extension,forward_extension
20260420_202239/d018,17.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,18.000,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,18.333,delivery_candidate,delivery,forward_extension,forward_extension
20260420_202239/d018,18.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,19.000,delivery_candidate,delivery,forward_extension,forward_extension
20260420_202239/d018,19.333,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,19.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,20.000,graphic,graphic,,
20260420_202239/d018,20.333,pre_post,pre_post,,
20260420_202239/d018,20.667,delivery_candidate,delivery,backward_backfill,backward_backfill
20260420_202239/d018,21.000,delivery,delivery,prod_post_shot,
20260420_202239/d018,21.333,delivery_candidate,delivery,forward_extension,forward_extension
20260420_202239/d018,21.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,22.000,delivery,delivery,prod_post_shot,
20260420_202239/d018,22.333,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,22.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d018,23.000,pre_post,pre_post,,
20260420_202239/d018,23.333,pre_post,pre_post,,
20260420_202239/d018,23.667,pre_post,pre_post,,
20260420_202239/d018,24.000,pre_post,pre_post,,
20260420_202239/d018,24.333,pre_post,pre_post,,
20260420_202239/d014,0.000,pre_post,pre_post,,
20260420_202239/d014,0.333,pre_post,pre_post,,
20260420_202239/d014,0.667,umpire_signal,umpire_signal,,
20260420_202239/d014,1.000,pre_post,pre_post,,
20260420_202239/d014,1.333,delivery_candidate,delivery,backward_backfill,backward_backfill
20260420_202239/d014,1.667,umpire_signal,delivery,backward_backfill,backward_backfill
20260420_202239/d014,2.000,delivery_candidate,delivery,action_anchor,
20260420_202239/d014,2.333,delivery_candidate,delivery,action_anchor,
20260420_202239/d014,2.667,delivery_candidate,delivery,action_anchor,
20260420_202239/d014,3.000,delivery,delivery,prod_shot,
20260420_202239/d014,3.333,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d014,3.667,pre_post,delivery,forward_extension,forward_extension
20260420_202239/d014,4.000,delivery_candidate,pre_post,,
20260420_202239/d014,4.333,pre_post,pre_post,,
20260420_202239/d014,4.667,pre_post,pre_post,,
20260420_202239/d014,5.000,pre_post,pre_post,,
20260420_202239/d014,5.333,pre_post,pre_post,,
20260420_202239/d014,5.667,pre_post,pre_post,,
20260420_202239/d014,6.000,pre_post,pre_post,,
20260420_202239/d014,6.333,pre_post,pre_post,,
20260420_202239/d014,6.667,pre_post,pre_post,,
20260420_202239/d014,7.000,pre_post,pre_post,,
20260420_202239/d014,7.333,pre_post,pre_post,,
20260420_202239/d014,7.667,pre_post,pre_post,,
20260420_202239/d014,8.000,pre_post,pre_post,,
20260420_202239/d014,8.333,pre_post,pre_post,,
20260420_202239/d014,8.667,pre_post,pre_post,,
20260420_202239/d014,9.000,pre_post,pre_post,,
20260420_202239/d014,9.333,pre_post,pre_post,,
20260420_202239/d014,9.667,pre_post,pre_post,,
20260420_202239/d014,10.000,pre_post,pre_post,,
20260420_202239/d014,10.333,pre_post,pre_post,,
20260420_202239/d014,10.667,pre_post,pre_post,,
20260420_202239/d014,11.000,pre_post,pre_post,,
20260420_202239/d014,11.333,pre_post,pre_post,,
20260420_202239/d014,11.667,pre_post,pre_post,,
20260421_195050/d051,0.000,delivery,delivery,prod_post_shot,
20260421_195050/d051,0.333,pre_post,delivery,forward_extension,forward_extension
20260421_195050/d051,0.667,pre_post,delivery,forward_extension,forward_extension
20260421_195050/d051,1.000,pre_post,delivery,forward_extension,forward_extension
20260421_195050/d051,1.333,delivery_candidate,delivery,forward_extension,forward_extension
20260421_195050/d051,1.667,delivery,delivery,prod_post_shot,
20260421_195050/d051,2.000,delivery,delivery,prod_post_shot,
20260421_195050/d051,2.333,delivery,delivery,prod_post_shot,
20260421_195050/d051,2.667,delivery,delivery,prod_shot,
20260421_195050/d051,3.000,delivery,delivery,prod_shot,
20260421_195050/d051,3.333,pre_post,delivery,forward_extension,forward_extension
20260421_195050/d051,3.667,delivery_candidate,delivery,forward_extension,forward_extension
20260421_195050/d051,4.000,pre_post,delivery,forward_extension,forward_extension
20260421_195050/d051,4.333,pre_post,delivery,forward_extension,forward_extension
20260421_195050/d051,4.667,pre_post,pre_post,,
20260421_195050/d051,5.000,pre_post,pre_post,,
20260421_195050/d051,5.333,pre_post,pre_post,,
20260421_195050/d051,5.667,pre_post,pre_post,,
20260421_195050/d051,6.000,umpire_signal,umpire_signal,,
20260421_195050/d051,6.333,umpire_signal,umpire_signal,,
20260421_195050/d051,6.667,pre_post,pre_post,,
20260421_195050/d051,7.000,umpire_signal,umpire_signal,,
20260421_195050/d051,7.333,umpire_signal,umpire_signal,,
20260421_195050/d051,7.667,pre_post,pre_post,,
20260421_195050/d051,8.000,pre_post,pre_post,,
20260421_195050/d051,8.333,pre_post,pre_post,,
20260421_195050/d051,8.667,pre_post,pre_post,,
20260421_195050/d051,9.000,pre_post,pre_post,,
20260421_195050/d051,9.333,pre_post,pre_post,,
20260421_195050/d051,9.667,pre_post,pre_post,,
20260421_195050/d051,10.000,pre_post,pre_post,,
20260421_195050/d051,10.333,pre_post,pre_post,,
20260421_195050/d051,10.667,pre_post,pre_post,,
20260421_195050/d051,11.000,pre_post,pre_post,,
20260421_195050/d051,11.333,pre_post,pre_post,,
20260421_195050/d051,11.667,pre_post,pre_post,,
20260421_195050/d051,12.000,pre_post,pre_post,,
20260421_195050/d051,12.333,delivery_candidate,pre_post,,
20260421_195050/d051,12.667,pre_post,pre_post,,
20260421_195050/d051,13.000,pre_post,pre_post,,
20260421_195050/d051,13.333,pre_post,pre_post,,
20260421_195050/d051,13.667,pre_post,pre_post,,
20260421_195050/d051,14.000,pre_post,pre_post,,
20260421_195050/d051,14.333,pre_post,pre_post,,
20260421_195050/d051,14.667,pre_post,pre_post,,
20260421_195050/d051,15.000,pre_post,pre_post,,
20260421_195050/d051,15.333,pre_post,pre_post,,
20260421_195050/d051,15.667,pre_post,pre_post,,
20260421_195050/d051,16.000,pre_post,pre_post,,
20260421_195050/d051,16.333,pre_post,pre_post,,
20260421_195050/d051,16.667,pre_post,pre_post,,
20260421_195050/d051,17.000,pre_post,pre_post,,
20260421_195050/d051,17.333,pre_post,pre_post,,
20260421_195050/d051,17.667,pre_post,pre_post,,
20260421_195050/d051,18.000,graphic,graphic,,
20260421_195050/d051,18.333,pre_post,pre_post,,
20260421_195050/d051,18.667,graphic,graphic,,
20260421_195050/d051,19.000,pre_post,pre_post,,
20260421_195050/d051,19.333,pre_post,pre_post,,
20260421_195050/d051,19.667,pre_post,pre_post,,
20260421_195050/d051,20.000,pre_post,pre_post,,
20260421_195050/d051,20.333,pre_post,pre_post,,
20260421_195050/d051,20.667,pre_post,pre_post,,
20260421_195050/d051,21.000,pre_post,pre_post,,
20260421_195050/d051,21.333,pre_post,pre_post,,
20260421_195050/d051,21.667,pre_post,pre_post,,
20260421_195050/d051,22.000,pre_post,pre_post,,
20260421_195050/d051,22.333,pre_post,pre_post,,
20260421_195050/d051,22.667,pre_post,pre_post,,
