open_strip_mean_max,open_flow_peak_min,close_strip_mean_max,close_flow_peak_min,window_s,min_active_s,min_inactive_s,real_delivery_active_frac,ad_active_frac,replay_active_frac,noise_active_frac,score
0.2,40,0.275,30,10.0,1.5,3.0,0.0829,0.0,0.0,0.004,0.0829
0.2,40,0.3,30,10.0,1.5,3.0,0.0829,0.0,0.0,0.004,0.0829
0.2,40,0.325,30,10.0,1.5,3.0,0.0829,0.0,0.0,0.004,0.0829
0.2,40,0.35,30,10.0,1.5,3.0,0.0829,0.0,0.0,0.004,0.0829
0.25,40,0.3,30,10.0,1.5,3.0,0.0917,0.0,0.1047,0.004,0.0821
0.25,40,0.325,30,10.0,1.5,3.0,0.0917,0.0,0.1047,0.004,0.0821
0.25,40,0.35,30,10.0,1.5,3.0,0.0917,0.0,0.1047,0.004,0.0821
0.25,40,0.375,30,10.0,1.5,3.0,0.0917,0.0,0.1047,0.004,0.0821
0.25,40,0.4,30,10.0,1.5,3.0,0.0917,0.0,0.1047,0.004,0.0821
0.35,40,0.4,35,10.0,1.5,3.0,0.0872,0.0,0.0684,0.004,0.0813
0.35,40,0.425,35,10.0,1.5,3.0,0.0872,0.0,0.0684,0.004,0.0813
0.35,40,0.45,35,10.0,1.5,3.0,0.0872,0.0,0.0684,0.004,0.0813
0.35,40,0.475,35,10.0,1.5,3.0,0.0872,0.0,0.0684,0.004,0.0813
0.35,40,0.5,35,10.0,1.5,3.0,0.0872,0.0,0.0684,0.004,0.0813
0.4,40,0.45,35,10.0,1.5,3.0,0.0872,0.0,0.0768,0.004,0.0805
0.4,40,0.475,35,10.0,1.5,3.0,0.0872,0.0,0.0768,0.004,0.0805
0.4,40,0.5,35,10.0,1.5,3.0,0.0872,0.0,0.0768,0.004,0.0805
0.4,40,0.525,35,10.0,1.5,3.0,0.0872,0.0,0.0768,0.004,0.0805
0.4,40,0.55,35,10.0,1.5,3.0,0.0872,0.0,0.0768,0.004,0.0805
0.3,40,0.35,35,10.0,1.5,3.0,0.0865,0.0,0.0684,0.004,0.0805
0.3,40,0.375,35,10.0,1.5,3.0,0.0865,0.0,0.0684,0.004,0.0805
0.3,40,0.4,35,10.0,1.5,3.0,0.0865,0.0,0.0684,0.004,0.0805
0.3,40,0.425,35,10.0,1.5,3.0,0.0865,0.0,0.0684,0.004,0.0805
0.3,40,0.45,35,10.0,1.5,3.0,0.0865,0.0,0.0684,0.004,0.0805
0.15,40,0.2,25,10.0,1.5,3.0,0.076,0.0,0.0,0.004,0.076
0.15,40,0.225,25,10.0,1.5,3.0,0.076,0.0,0.0,0.004,0.076
0.15,40,0.25,25,10.0,1.5,3.0,0.076,0.0,0.0,0.004,0.076
0.15,40,0.275,25,10.0,1.5,3.0,0.076,0.0,0.0,0.004,0.076
0.15,40,0.3,25,10.0,1.5,3.0,0.076,0.0,0.0,0.004,0.076
0.25,40,0.3,35,10.0,1.5,3.0,0.0809,0.0,0.0684,0.004,0.0753
0.25,40,0.325,35,10.0,1.5,3.0,0.0809,0.0,0.0684,0.004,0.0753
0.25,40,0.35,35,10.0,1.5,3.0,0.0809,0.0,0.0684,0.004,0.0753
0.25,40,0.375,35,10.0,1.5,3.0,0.0809,0.0,0.0684,0.004,0.0753
0.25,40,0.4,35,10.0,1.5,3.0,0.0809,0.0,0.0684,0.004,0.0753
0.15,40,0.2,30,10.0,1.5,3.0,0.0728,0.0,0.0,0.004,0.0728
0.15,40,0.225,30,10.0,1.5,3.0,0.0728,0.0,0.0,0.004,0.0728
0.15,40,0.25,30,10.0,1.5,3.0,0.0728,0.0,0.0,0.004,0.0728
0.15,40,0.275,30,10.0,1.5,3.0,0.0728,0.0,0.0,0.004,0.0728
0.15,40,0.3,30,10.0,1.5,3.0,0.0728,0.0,0.0,0.004,0.0728
0.2,40,0.25,35,10.0,1.5,3.0,0.0722,0.0,0.0,0.004,0.0722
0.2,40,0.275,35,10.0,1.5,3.0,0.0722,0.0,0.0,0.004,0.0722
0.2,40,0.3,35,10.0,1.5,3.0,0.0722,0.0,0.0,0.004,0.0722
0.2,40,0.325,35,10.0,1.5,3.0,0.0722,0.0,0.0,0.004,0.0722
0.2,40,0.35,35,10.0,1.5,3.0,0.0722,0.0,0.0,0.004,0.0722
0.15,40,0.2,35,10.0,1.5,3.0,0.065,0.0,0.0,0.004,0.065
0.15,40,0.225,35,10.0,1.5,3.0,0.065,0.0,0.0,0.004,0.065
0.15,40,0.25,35,10.0,1.5,3.0,0.065,0.0,0.0,0.004,0.065
0.15,40,0.275,35,10.0,1.5,3.0,0.065,0.0,0.0,0.004,0.065
0.15,40,0.3,35,10.0,1.5,3.0,0.065,0.0,0.0,0.004,0.065
0.1,40,0.15,25,10.0,1.5,3.0,0.0627,0.0,0.0,0.0,0.0627
0.1,40,0.175,25,10.0,1.5,3.0,0.0627,0.0,0.0,0.0,0.0627
0.1,40,0.2,25,10.0,1.5,3.0,0.0627,0.0,0.0,0.0,0.0627
0.1,40,0.225,25,10.0,1.5,3.0,0.0627,0.0,0.0,0.0,0.0627
0.1,40,0.25,25,10.0,1.5,3.0,0.0627,0.0,0.0,0.0,0.0627
0.1,40,0.15,30,10.0,1.5,3.0,0.0596,0.0,0.0,0.0,0.0596
0.1,40,0.175,30,10.0,1.5,3.0,0.0596,0.0,0.0,0.0,0.0596
0.1,40,0.2,30,10.0,1.5,3.0,0.0596,0.0,0.0,0.0,0.0596
0.1,40,0.225,30,10.0,1.5,3.0,0.0596,0.0,0.0,0.0,0.0596
0.1,40,0.25,30,10.0,1.5,3.0,0.0596,0.0,0.0,0.0,0.0596
0.1,40,0.15,35,10.0,1.5,3.0,0.0559,0.0,0.0,0.0,0.0559
0.1,40,0.175,35,10.0,1.5,3.0,0.0559,0.0,0.0,0.0,0.0559
0.1,40,0.2,35,10.0,1.5,3.0,0.0559,0.0,0.0,0.0,0.0559
0.1,40,0.225,35,10.0,1.5,3.0,0.0559,0.0,0.0,0.0,0.0559
0.1,40,0.25,35,10.0,1.5,3.0,0.0559,0.0,0.0,0.0,0.0559
0.3,45,0.35,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.3,45,0.375,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.3,45,0.4,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.3,45,0.425,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.3,45,0.45,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.35,45,0.4,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.35,45,0.425,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.35,45,0.45,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.35,45,0.475,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.35,45,0.5,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.4,45,0.45,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.4,45,0.475,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.4,45,0.5,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.4,45,0.525,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.4,45,0.55,30,10.0,1.5,3.0,0.0261,0.0,0.0,0.0,0.0261
0.25,45,0.3,30,10.0,1.5,3.0,0.0222,0.0,0.0,0.0,0.0222
0.25,45,0.325,30,10.0,1.5,3.0,0.0222,0.0,0.0,0.0,0.0222
0.25,45,0.35,30,10.0,1.5,3.0,0.0222,0.0,0.0,0.0,0.0222
0.25,45,0.375,30,10.0,1.5,3.0,0.0222,0.0,0.0,0.0,0.0222
0.25,45,0.4,30,10.0,1.5,3.0,0.0222,0.0,0.0,0.0,0.0222
0.3,45,0.35,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.3,45,0.375,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.3,45,0.4,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.3,45,0.425,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.3,45,0.45,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.35,45,0.4,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.35,45,0.425,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.35,45,0.45,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.35,45,0.475,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.35,45,0.5,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.4,45,0.45,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.4,45,0.475,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.4,45,0.5,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.4,45,0.525,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.4,45,0.55,35,10.0,1.5,3.0,0.0214,0.0,0.0,0.0,0.0214
0.3,45,0.35,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.3,45,0.375,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.3,45,0.4,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.3,45,0.425,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.3,45,0.45,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.35,45,0.4,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.35,45,0.425,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.35,45,0.45,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.35,45,0.475,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.35,45,0.5,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.4,45,0.45,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.4,45,0.475,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.4,45,0.5,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.4,45,0.525,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.4,45,0.55,40,10.0,1.5,3.0,0.018,0.0,0.0,0.0,0.018
0.25,45,0.3,35,10.0,1.5,3.0,0.0176,0.0,0.0,0.0,0.0176
0.25,45,0.325,35,10.0,1.5,3.0,0.0176,0.0,0.0,0.0,0.0176
0.25,45,0.35,35,10.0,1.5,3.0,0.0176,0.0,0.0,0.0,0.0176
0.25,45,0.375,35,10.0,1.5,3.0,0.0176,0.0,0.0,0.0,0.0176
0.25,45,0.4,35,10.0,1.5,3.0,0.0176,0.0,0.0,0.0,0.0176
0.3,50,0.35,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.3,50,0.375,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.3,50,0.4,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.3,50,0.425,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.3,50,0.45,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.35,50,0.4,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.35,50,0.425,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.35,50,0.45,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.35,50,0.475,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.35,50,0.5,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.4,50,0.45,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.4,50,0.475,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.4,50,0.5,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.4,50,0.525,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.4,50,0.55,35,10.0,1.5,3.0,0.0151,0.0,0.0,0.0,0.0151
0.25,45,0.3,40,10.0,1.5,3.0,0.0146,0.0,0.0,0.0,0.0146
0.25,45,0.325,40,10.0,1.5,3.0,0.0146,0.0,0.0,0.0,0.0146
0.25,45,0.35,40,10.0,1.5,3.0,0.0146,0.0,0.0,0.0,0.0146
0.25,45,0.375,40,10.0,1.5,3.0,0.0146,0.0,0.0,0.0,0.0146
0.25,45,0.4,40,10.0,1.5,3.0,0.0146,0.0,0.0,0.0,0.0146
0.2,45,0.25,30,10.0,1.5,3.0,0.0145,0.0,0.0,0.0,0.0145
0.2,45,0.275,30,10.0,1.5,3.0,0.0145,0.0,0.0,0.0,0.0145
0.2,45,0.3,30,10.0,1.5,3.0,0.0145,0.0,0.0,0.0,0.0145
0.2,45,0.325,30,10.0,1.5,3.0,0.0145,0.0,0.0,0.0,0.0145
0.2,45,0.35,30,10.0,1.5,3.0,0.0145,0.0,0.0,0.0,0.0145
0.15,45,0.2,30,10.0,1.5,3.0,0.0141,0.0,0.0,0.0,0.0141
0.15,45,0.225,30,10.0,1.5,3.0,0.0141,0.0,0.0,0.0,0.0141
0.15,45,0.25,30,10.0,1.5,3.0,0.0141,0.0,0.0,0.0,0.0141
0.15,45,0.275,30,10.0,1.5,3.0,0.0141,0.0,0.0,0.0,0.0141
0.15,45,0.3,30,10.0,1.5,3.0,0.0141,0.0,0.0,0.0,0.0141
0.3,50,0.35,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.3,50,0.375,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.3,50,0.4,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.3,50,0.425,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.3,50,0.45,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.35,50,0.4,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.35,50,0.425,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.35,50,0.45,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.35,50,0.475,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.35,50,0.5,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.4,50,0.45,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.4,50,0.475,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.4,50,0.5,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.4,50,0.525,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.4,50,0.55,40,10.0,1.5,3.0,0.0117,0.0,0.0,0.0,0.0117
0.25,50,0.3,35,10.0,1.5,3.0,0.0115,0.0,0.0,0.0,0.0115
0.25,50,0.325,35,10.0,1.5,3.0,0.0115,0.0,0.0,0.0,0.0115
0.25,50,0.35,35,10.0,1.5,3.0,0.0115,0.0,0.0,0.0,0.0115
0.25,50,0.375,35,10.0,1.5,3.0,0.0115,0.0,0.0,0.0,0.0115
0.25,50,0.4,35,10.0,1.5,3.0,0.0115,0.0,0.0,0.0,0.0115
0.3,50,0.35,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.3,50,0.375,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.3,50,0.4,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.3,50,0.425,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.3,50,0.45,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.35,50,0.4,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.35,50,0.425,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.35,50,0.45,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.35,50,0.475,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.35,50,0.5,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.4,50,0.45,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.4,50,0.475,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.4,50,0.5,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.4,50,0.525,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.4,50,0.55,45,10.0,1.5,3.0,0.0113,0.0,0.0,0.0,0.0113
0.2,45,0.25,35,10.0,1.5,3.0,0.0101,0.0,0.0,0.0,0.0101
0.2,45,0.275,35,10.0,1.5,3.0,0.0101,0.0,0.0,0.0,0.0101
0.2,45,0.3,35,10.0,1.5,3.0,0.0101,0.0,0.0,0.0,0.0101
0.2,45,0.325,35,10.0,1.5,3.0,0.0101,0.0,0.0,0.0,0.0101
0.2,45,0.35,35,10.0,1.5,3.0,0.0101,0.0,0.0,0.0,0.0101
0.15,45,0.2,35,10.0,1.5,3.0,0.0097,0.0,0.0,0.0,0.0097
0.15,45,0.225,35,10.0,1.5,3.0,0.0097,0.0,0.0,0.0,0.0097
0.15,45,0.25,35,10.0,1.5,3.0,0.0097,0.0,0.0,0.0,0.0097
0.15,45,0.275,35,10.0,1.5,3.0,0.0097,0.0,0.0,0.0,0.0097
0.15,45,0.3,35,10.0,1.5,3.0,0.0097,0.0,0.0,0.0,0.0097
0.25,50,0.3,40,10.0,1.5,3.0,0.0085,0.0,0.0,0.0,0.0085
0.25,50,0.325,40,10.0,1.5,3.0,0.0085,0.0,0.0,0.0,0.0085
0.25,50,0.35,40,10.0,1.5,3.0,0.0085,0.0,0.0,0.0,0.0085
0.25,50,0.375,40,10.0,1.5,3.0,0.0085,0.0,0.0,0.0,0.0085
0.25,50,0.4,40,10.0,1.5,3.0,0.0085,0.0,0.0,0.0,0.0085
0.25,50,0.3,45,10.0,1.5,3.0,0.0083,0.0,0.0,0.0,0.0083
0.25,50,0.325,45,10.0,1.5,3.0,0.0083,0.0,0.0,0.0,0.0083
0.25,50,0.35,45,10.0,1.5,3.0,0.0083,0.0,0.0,0.0,0.0083
0.25,50,0.375,45,10.0,1.5,3.0,0.0083,0.0,0.0,0.0,0.0083
0.25,50,0.4,45,10.0,1.5,3.0,0.0083,0.0,0.0,0.0,0.0083
0.2,45,0.25,40,10.0,1.5,3.0,0.0075,0.0,0.0,0.0,0.0075
0.2,45,0.275,40,10.0,1.5,3.0,0.0075,0.0,0.0,0.0,0.0075
0.2,45,0.3,40,10.0,1.5,3.0,0.0075,0.0,0.0,0.0,0.0075
0.2,45,0.325,40,10.0,1.5,3.0,0.0075,0.0,0.0,0.0,0.0075
0.2,45,0.35,40,10.0,1.5,3.0,0.0075,0.0,0.0,0.0,0.0075
0.2,50,0.25,35,10.0,1.5,3.0,0.0073,0.0,0.0,0.0,0.0073
0.2,50,0.275,35,10.0,1.5,3.0,0.0073,0.0,0.0,0.0,0.0073
0.2,50,0.3,35,10.0,1.5,3.0,0.0073,0.0,0.0,0.0,0.0073
0.2,50,0.325,35,10.0,1.5,3.0,0.0073,0.0,0.0,0.0,0.0073
0.2,50,0.35,35,10.0,1.5,3.0,0.0073,0.0,0.0,0.0,0.0073
0.15,45,0.2,40,10.0,1.5,3.0,0.0071,0.0,0.0,0.0,0.0071
0.15,45,0.225,40,10.0,1.5,3.0,0.0071,0.0,0.0,0.0,0.0071
0.15,45,0.25,40,10.0,1.5,3.0,0.0071,0.0,0.0,0.0,0.0071
0.15,45,0.275,40,10.0,1.5,3.0,0.0071,0.0,0.0,0.0,0.0071
0.15,45,0.3,40,10.0,1.5,3.0,0.0071,0.0,0.0,0.0,0.0071
0.15,50,0.2,35,10.0,1.5,3.0,0.007,0.0,0.0,0.0,0.007
0.15,50,0.225,35,10.0,1.5,3.0,0.007,0.0,0.0,0.0,0.007
0.15,50,0.25,35,10.0,1.5,3.0,0.007,0.0,0.0,0.0,0.007
0.15,50,0.275,35,10.0,1.5,3.0,0.007,0.0,0.0,0.0,0.007
0.15,50,0.3,35,10.0,1.5,3.0,0.007,0.0,0.0,0.0,0.007
0.1,45,0.15,30,10.0,1.5,3.0,0.0069,0.0,0.0,0.0,0.0069
0.1,45,0.175,30,10.0,1.5,3.0,0.0069,0.0,0.0,0.0,0.0069
0.1,45,0.2,30,10.0,1.5,3.0,0.0069,0.0,0.0,0.0,0.0069
0.1,45,0.225,30,10.0,1.5,3.0,0.0069,0.0,0.0,0.0,0.0069
0.1,45,0.25,30,10.0,1.5,3.0,0.0069,0.0,0.0,0.0,0.0069
0.1,45,0.15,35,10.0,1.5,3.0,0.0066,0.0,0.0,0.0,0.0066
0.1,45,0.175,35,10.0,1.5,3.0,0.0066,0.0,0.0,0.0,0.0066
0.1,45,0.2,35,10.0,1.5,3.0,0.0066,0.0,0.0,0.0,0.0066
0.1,45,0.225,35,10.0,1.5,3.0,0.0066,0.0,0.0,0.0,0.0066
0.1,45,0.25,35,10.0,1.5,3.0,0.0066,0.0,0.0,0.0,0.0066
0.2,50,0.25,40,10.0,1.5,3.0,0.0047,0.0,0.0,0.0,0.0047
0.2,50,0.275,40,10.0,1.5,3.0,0.0047,0.0,0.0,0.0,0.0047
0.2,50,0.3,40,10.0,1.5,3.0,0.0047,0.0,0.0,0.0,0.0047
0.2,50,0.325,40,10.0,1.5,3.0,0.0047,0.0,0.0,0.0,0.0047
0.2,50,0.35,40,10.0,1.5,3.0,0.0047,0.0,0.0,0.0,0.0047
0.2,50,0.25,45,10.0,1.5,3.0,0.0046,0.0,0.0,0.0,0.0046
0.2,50,0.275,45,10.0,1.5,3.0,0.0046,0.0,0.0,0.0,0.0046
0.2,50,0.3,45,10.0,1.5,3.0,0.0046,0.0,0.0,0.0,0.0046
0.2,50,0.325,45,10.0,1.5,3.0,0.0046,0.0,0.0,0.0,0.0046
0.2,50,0.35,45,10.0,1.5,3.0,0.0046,0.0,0.0,0.0,0.0046
0.15,50,0.2,40,10.0,1.5,3.0,0.0044,0.0,0.0,0.0,0.0044
0.15,50,0.225,40,10.0,1.5,3.0,0.0044,0.0,0.0,0.0,0.0044
0.15,50,0.25,40,10.0,1.5,3.0,0.0044,0.0,0.0,0.0,0.0044
0.15,50,0.275,40,10.0,1.5,3.0,0.0044,0.0,0.0,0.0,0.0044
0.15,50,0.3,40,10.0,1.5,3.0,0.0044,0.0,0.0,0.0,0.0044
0.1,50,0.15,35,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.1,50,0.175,35,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.1,50,0.2,35,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.1,50,0.225,35,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.1,50,0.25,35,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.15,50,0.2,45,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.15,50,0.225,45,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.15,50,0.25,45,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.15,50,0.275,45,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.15,50,0.3,45,10.0,1.5,3.0,0.0043,0.0,0.0,0.0,0.0043
0.1,45,0.15,40,10.0,1.5,3.0,0.0039,0.0,0.0,0.0,0.0039
0.1,45,0.175,40,10.0,1.5,3.0,0.0039,0.0,0.0,0.0,0.0039
0.1,45,0.2,40,10.0,1.5,3.0,0.0039,0.0,0.0,0.0,0.0039
0.1,45,0.225,40,10.0,1.5,3.0,0.0039,0.0,0.0,0.0,0.0039
0.1,45,0.25,40,10.0,1.5,3.0,0.0039,0.0,0.0,0.0,0.0039
0.1,50,0.15,45,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
0.1,50,0.15,40,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
0.1,50,0.175,45,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
0.1,50,0.175,40,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
0.1,50,0.2,45,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
0.1,50,0.2,40,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
0.1,50,0.225,45,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
0.1,50,0.225,40,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
0.1,50,0.25,45,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
0.1,50,0.25,40,10.0,1.5,3.0,0.0016,0.0,0.0,0.0,0.0016
