open_strip_mean_max,open_flow_peak_min,close_strip_mean_max,close_flow_peak_min,window_s,min_active_s,min_inactive_s,real_delivery_active_frac,score
2.5,20,2.6,10,10.0,1.5,3.0,0.0,0.0
2.5,20,2.7,17,10.0,1.5,3.0,0.0,0.0
2.5,20,2.7,15,10.0,1.5,3.0,0.0,0.0
2.5,20,2.7,10,10.0,1.5,3.0,0.0,0.0
2.5,20,2.9,17,10.0,1.5,3.0,0.0,0.0
2.5,20,2.9,15,10.0,1.5,3.0,0.0,0.0
2.5,20,2.9,10,10.0,1.5,3.0,0.0,0.0
2.5,20,3.3,17,10.0,1.5,3.0,0.0,0.0
2.5,20,3.3,15,10.0,1.5,3.0,0.0,0.0
2.5,20,3.3,10,10.0,1.5,3.0,0.0,0.0
2.5,15,2.6,12,10.0,1.5,3.0,0.0,0.0
2.5,15,2.6,10,10.0,1.5,3.0,0.0,0.0
2.5,15,2.6,5,10.0,1.5,3.0,0.0,0.0
2.5,15,2.7,12,10.0,1.5,3.0,0.0,0.0
2.5,15,2.7,10,10.0,1.5,3.0,0.0,0.0
2.5,15,2.7,5,10.0,1.5,3.0,0.0,0.0
2.5,15,2.9,12,10.0,1.5,3.0,0.0,0.0
2.5,15,2.9,10,10.0,1.5,3.0,0.0,0.0
2.5,15,2.9,5,10.0,1.5,3.0,0.0,0.0
2.5,15,3.3,12,10.0,1.5,3.0,0.0,0.0
2.5,15,3.3,10,10.0,1.5,3.0,0.0,0.0
2.5,15,3.3,5,10.0,1.5,3.0,0.0,0.0
3.0,25,3.1,22,10.0,1.5,3.0,0.0,0.0
3.0,25,3.1,20,10.0,1.5,3.0,0.0,0.0
3.0,25,3.1,15,10.0,1.5,3.0,0.0,0.0
3.0,25,3.2,22,10.0,1.5,3.0,0.0,0.0
3.0,25,3.2,20,10.0,1.5,3.0,0.0,0.0
3.0,25,3.2,15,10.0,1.5,3.0,0.0,0.0
3.0,25,3.4,22,10.0,1.5,3.0,0.0,0.0
3.0,25,3.4,20,10.0,1.5,3.0,0.0,0.0
3.0,25,3.4,15,10.0,1.5,3.0,0.0,0.0
3.0,25,3.8,22,10.0,1.5,3.0,0.0,0.0
3.0,25,3.8,20,10.0,1.5,3.0,0.0,0.0
3.0,25,3.8,15,10.0,1.5,3.0,0.0,0.0
3.0,20,3.1,17,10.0,1.5,3.0,0.0,0.0
3.0,20,3.1,15,10.0,1.5,3.0,0.0,0.0
3.0,20,3.1,10,10.0,1.5,3.0,0.0,0.0
3.0,20,3.2,17,10.0,1.5,3.0,0.0,0.0
3.0,20,3.2,15,10.0,1.5,3.0,0.0,0.0
3.0,20,3.2,10,10.0,1.5,3.0,0.0,0.0
3.0,20,3.4,17,10.0,1.5,3.0,0.0,0.0
3.0,20,3.4,15,10.0,1.5,3.0,0.0,0.0
3.0,20,3.4,10,10.0,1.5,3.0,0.0,0.0
3.0,20,3.8,17,10.0,1.5,3.0,0.0,0.0
3.0,20,3.8,15,10.0,1.5,3.0,0.0,0.0
3.0,20,3.8,10,10.0,1.5,3.0,0.0,0.0
3.0,15,3.1,12,10.0,1.5,3.0,0.0,0.0
3.0,15,3.1,10,10.0,1.5,3.0,0.0,0.0
3.0,15,3.1,5,10.0,1.5,3.0,0.0,0.0
3.0,15,3.2,12,10.0,1.5,3.0,0.0,0.0
3.0,15,3.2,10,10.0,1.5,3.0,0.0,0.0
3.0,15,3.2,5,10.0,1.5,3.0,0.0,0.0
3.0,15,3.4,12,10.0,1.5,3.0,0.0,0.0
3.0,15,3.4,10,10.0,1.5,3.0,0.0,0.0
3.0,15,3.4,5,10.0,1.5,3.0,0.0,0.0
3.0,15,3.8,12,10.0,1.5,3.0,0.0,0.0
3.0,15,3.8,10,10.0,1.5,3.0,0.0,0.0
3.0,15,3.8,5,10.0,1.5,3.0,0.0,0.0
4.0,25,4.1,22,10.0,1.5,3.0,0.0,0.0
4.0,25,4.1,20,10.0,1.5,3.0,0.0,0.0
4.0,25,4.1,15,10.0,1.5,3.0,0.0,0.0
4.0,25,4.2,22,10.0,1.5,3.0,0.0,0.0
4.0,25,4.2,20,10.0,1.5,3.0,0.0,0.0
4.0,25,4.2,15,10.0,1.5,3.0,0.0,0.0
4.0,25,4.4,22,10.0,1.5,3.0,0.0,0.0
4.0,25,4.4,20,10.0,1.5,3.0,0.0,0.0
4.0,25,4.4,15,10.0,1.5,3.0,0.0,0.0
4.0,25,4.8,22,10.0,1.5,3.0,0.0,0.0
4.0,25,4.8,20,10.0,1.5,3.0,0.0,0.0
4.0,25,4.8,15,10.0,1.5,3.0,0.0,0.0
4.0,20,4.1,17,10.0,1.5,3.0,0.0,0.0
4.0,20,4.1,15,10.0,1.5,3.0,0.0,0.0
4.0,20,4.1,10,10.0,1.5,3.0,0.0,0.0
4.0,20,4.2,17,10.0,1.5,3.0,0.0,0.0
4.0,20,4.2,15,10.0,1.5,3.0,0.0,0.0
4.0,20,4.2,10,10.0,1.5,3.0,0.0,0.0
4.0,20,4.4,17,10.0,1.5,3.0,0.0,0.0
4.0,20,4.4,15,10.0,1.5,3.0,0.0,0.0
4.0,20,4.4,10,10.0,1.5,3.0,0.0,0.0
4.0,20,4.8,17,10.0,1.5,3.0,0.0,0.0
4.0,20,4.8,15,10.0,1.5,3.0,0.0,0.0
4.0,20,4.8,10,10.0,1.5,3.0,0.0,0.0
5.0,25,5.1,22,10.0,1.5,3.0,0.0,0.0
5.0,25,5.1,20,10.0,1.5,3.0,0.0,0.0
5.0,25,5.1,15,10.0,1.5,3.0,0.0,0.0
5.0,25,5.2,22,10.0,1.5,3.0,0.0,0.0
5.0,25,5.2,20,10.0,1.5,3.0,0.0,0.0
5.0,25,5.2,15,10.0,1.5,3.0,0.0,0.0
5.0,25,5.4,22,10.0,1.5,3.0,0.0,0.0
5.0,25,5.4,20,10.0,1.5,3.0,0.0,0.0
5.0,25,5.4,15,10.0,1.5,3.0,0.0,0.0
5.0,25,5.8,22,10.0,1.5,3.0,0.0,0.0
5.0,25,5.8,20,10.0,1.5,3.0,0.0,0.0
5.0,25,5.8,15,10.0,1.5,3.0,0.0,0.0
5.0,20,5.1,17,10.0,1.5,3.0,0.0,0.0
5.0,20,5.1,15,10.0,1.5,3.0,0.0,0.0
5.0,20,5.1,10,10.0,1.5,3.0,0.0,0.0
5.0,20,5.2,17,10.0,1.5,3.0,0.0,0.0
5.0,20,5.2,15,10.0,1.5,3.0,0.0,0.0
5.0,20,5.2,10,10.0,1.5,3.0,0.0,0.0
5.0,20,5.4,17,10.0,1.5,3.0,0.0,0.0
5.0,20,5.4,15,10.0,1.5,3.0,0.0,0.0
5.0,20,5.4,10,10.0,1.5,3.0,0.0,0.0
5.0,20,5.8,17,10.0,1.5,3.0,0.0,0.0
5.0,20,5.8,15,10.0,1.5,3.0,0.0,0.0
5.0,20,5.8,10,10.0,1.5,3.0,0.0,0.0
