clip_id,label,ts_s,flow_magnitude,strip_diff_v1,strip_diff_v3
20260420_202239__d009,real_delivery,11.273486,2.123112,0.077410,0.971483
20260420_202239__d009,real_delivery,11.333135,1.415122,0.044850,0.699517
20260420_202239__d009,real_delivery,11.392783,1.429682,0.021156,0.430063
20260420_202239__d009,real_delivery,11.452431,2.548044,0.036912,0.667799
20260420_202239__d009,real_delivery,11.512079,1.578875,0.024218,0.583432
20260420_202239__d009,real_delivery,11.571727,2.434075,0.094455,1.247094
20260420_202239__d009,real_delivery,11.631375,1.490928,0.048638,0.860816
20260420_202239__d009,real_delivery,11.691023,2.520402,0.084341,0.959023
20260420_202239__d009,real_delivery,11.750671,1.635417,0.060163,0.982614
20260420_202239__d009,real_delivery,11.810319,1.678201,0.063064,0.839145
20260420_202239__d009,real_delivery,11.869967,2.618137,0.088733,1.068213
20260420_202239__d009,real_delivery,11.929615,1.772664,0.065442,0.735028
20260420_202239__d009,real_delivery,11.989263,2.542833,0.064555,0.774133
20260420_202239__d009,real_delivery,12.048911,1.967555,0.059115,0.846730
20260420_202239__d009,real_delivery,12.108559,1.310440,0.046341,0.576931
20260420_202239__d009,real_delivery,12.168208,1.609515,0.047671,0.725325
20260420_202239__d009,real_delivery,12.227856,0.751133,0.045777,0.537283
20260420_202239__d009,real_delivery,12.287504,1.633291,0.046422,0.611160
20260420_202239__d009,real_delivery,12.347152,3.165160,0.196123,2.448680
20260420_202239__d009,real_delivery,12.406800,1.291417,0.001169,0.240248
20260420_202239__d009,real_delivery,12.466448,2.385765,0.000766,0.931245
20260420_202239__d009,real_delivery,12.526096,2.660248,0.004070,0.298710
20260420_202239__d009,real_delivery,12.585744,1.647656,0.009913,0.272409
20260420_202239__d009,real_delivery,12.645392,3.117013,0.005359,0.325453
20260420_202239__d009,real_delivery,12.705040,3.419465,0.003909,0.248276
20260420_202239__d009,real_delivery,12.764688,1.942146,0.007495,0.251034
20260420_202239__d009,real_delivery,12.824336,1.952734,0.011686,0.277187
20260420_202239__d009,real_delivery,12.883984,3.488371,0.007737,0.308412
20260420_202239__d009,real_delivery,12.943633,1.996654,0.005037,0.119336
20260420_202239__d009,real_delivery,13.003281,3.554406,0.014829,1.644553
20260420_202239__d009,real_delivery,13.062929,2.019679,0.002297,0.176517
20260420_202239__d009,real_delivery,13.122577,3.591602,0.004594,0.163909
20260420_202239__d009,real_delivery,13.182225,2.024892,0.000846,0.099094
20260420_202239__d009,real_delivery,13.241873,3.598029,0.006367,0.293095
20260420_202239__d009,real_delivery,13.301521,2.105417,0.002458,0.230152
20260420_202239__d009,real_delivery,13.361169,3.755000,0.023251,0.577522
20260420_202239__d009,real_delivery,13.420817,2.164637,0.004433,0.205920
20260420_202239__d009,real_delivery,13.480465,4.044672,0.008382,0.284328
20260420_202239__d009,real_delivery,13.540113,2.328094,0.006730,0.253497
20260420_202239__d009,real_delivery,13.599761,2.258434,0.006689,0.228871
20260420_202239__d009,real_delivery,13.659409,3.940967,0.008664,0.227985
20260420_202239__d009,real_delivery,13.719058,1.999885,0.001894,0.232713
20260420_202239__d009,real_delivery,13.778706,3.331653,0.010437,0.391647
20260420_202239__d009,real_delivery,13.838354,1.688082,0.003466,0.158786
20260420_202239__d009,real_delivery,13.898002,3.009485,0.005279,0.193853
20260420_202239__d009,real_delivery,13.957650,1.600764,0.007697,0.224045
20260420_202239__d009,real_delivery,14.017298,2.859766,0.003868,0.414697
20260420_202239__d009,real_delivery,14.076946,1.536136,0.001652,0.244385
20260420_202239__d009,real_delivery,14.136594,2.669110,0.002055,0.399626
20260420_202239__d009,real_delivery,14.196242,1.405561,0.002660,0.265563
20260420_202239__d009,real_delivery,14.255890,2.568280,0.001531,0.448286
20260420_202239__d009,real_delivery,14.315538,1.410133,0.001975,0.268814
20260420_202239__d009,real_delivery,14.375186,2.623125,0.018013,0.798316
20260420_202239__d009,real_delivery,14.434834,1.479145,0.038161,1.346139
20260420_202239__d009,real_delivery,14.494483,2.874335,0.006568,0.249163
20260420_202239__d009,real_delivery,14.554131,1.528163,0.004070,0.330625
20260420_202239__d009,real_delivery,14.613779,1.492369,0.011202,0.396868
20260420_202239__d009,real_delivery,14.673427,2.860121,0.006649,0.573385
20260420_202239__d009,real_delivery,14.733075,1.619832,0.005601,0.253300
20260420_202239__d009,real_delivery,14.792723,2.958150,0.014064,0.692474
20260420_202239__d009,real_delivery,14.852371,3.126686,0.011525,0.352788
20260420_202239__d009,real_delivery,14.912019,1.756283,0.008462,0.414598
20260420_202239__d009,real_delivery,14.971667,1.742845,0.006085,0.305408
20260420_202239__d009,real_delivery,15.031315,3.102457,0.012008,0.642977
20260420_202239__d009,real_delivery,15.090963,1.693297,0.004554,0.372685
20260420_202239__d009,real_delivery,15.150611,2.931432,0.013258,0.357319
20260420_202239__d009,real_delivery,15.210259,1.549807,0.017529,0.470745
20260420_202239__d009,real_delivery,15.269908,2.740463,0.023815,0.515662
20260420_202239__d009,real_delivery,15.329556,2.679667,0.033446,0.704442
20260420_202239__d009,real_delivery,15.389204,1.398778,0.011565,0.318952
20260420_202239__d009,real_delivery,15.448852,2.648293,0.020995,0.684742
20260420_202239__d009,real_delivery,15.508500,1.402907,0.008140,0.364066
20260420_202239__d009,real_delivery,15.568148,2.431288,0.029658,0.811318
20260420_202239__d009,real_delivery,15.627796,1.200343,0.008261,0.281078
20260420_202239__d009,real_delivery,15.687444,2.230678,0.008503,0.605299
20260420_202239__d009,real_delivery,15.747092,1.083798,0.005803,0.308412
20260420_202239__d009,real_delivery,15.806740,0.914635,0.008180,0.455772
20260420_202239__d009,real_delivery,15.866388,0.908419,0.006125,0.347518
20260420_202239__d009,real_delivery,15.926036,0.060372,0.001370,0.198040
20260420_202239__d009,real_delivery,15.985684,0.089484,0.004352,0.301418
20260420_202239__d009,real_delivery,16.045333,0.086187,0.005440,0.390268
20260420_202239__d009,real_delivery,16.104981,0.143236,0.001451,0.268666
20260420_202239__d009,real_delivery,16.164629,0.094917,0.000967,0.238081
20260420_202239__d009,real_delivery,16.224277,0.189045,0.003707,0.312303
20260420_202239__d009,real_delivery,16.283925,0.192081,0.004634,0.283195
20260420_202239__d009,real_delivery,16.343573,0.110136,0.002861,0.284722
20260420_202239__d009,real_delivery,16.403221,0.091252,0.002901,0.214539
20260420_202239__d009,real_delivery,16.462869,0.132420,0.036992,1.747242
20260420_202239__d009,real_delivery,16.522517,0.028537,0.001007,0.038416
20260420_202239__d009,real_delivery,16.582165,0.070721,0.007374,0.395784
20260420_202239__d009,real_delivery,16.641813,0.037895,0.001894,0.180802
20260420_202239__d009,real_delivery,16.701461,0.090165,0.007132,0.403172
20260420_202239__d009,real_delivery,16.761109,0.039153,0.002780,0.299350
20260420_202239__d009,real_delivery,16.820758,0.158139,0.006931,0.348454
20260420_202239__d009,real_delivery,16.880406,0.093465,0.001249,0.235274
20260420_202239__d009,real_delivery,16.940054,0.133378,0.004392,0.280043
20260420_202239__d009,real_delivery,16.999702,0.062123,0.003627,0.304275
20260420_202239__d009,real_delivery,17.059350,0.112339,0.005561,0.270735
20260420_202239__d009,real_delivery,17.118998,0.057007,0.001934,0.171001
20260420_202239__d009,real_delivery,17.178646,0.050080,0.001007,0.170459
20260420_202239__d009,real_delivery,17.238294,0.071642,0.006286,0.352640
20260420_202239__d009,real_delivery,17.297942,0.110035,0.005561,0.450059
20260420_202239__d009,real_delivery,17.357590,0.063861,0.002539,0.312894
20260420_202239__d009,real_delivery,17.417238,0.141356,0.001773,0.375640
20260420_202239__d009,real_delivery,17.476886,0.075314,0.000685,0.229167
20260420_202239__d009,real_delivery,17.536534,0.115691,0.001249,0.375345
20260420_202239__d009,real_delivery,17.596183,0.038829,0.002821,0.251133
20260420_202239__d009,real_delivery,17.655831,0.057523,0.001854,0.419819
20260420_202239__d009,real_delivery,17.715479,0.034099,0.000967,0.306984
20260420_202239__d009,real_delivery,17.775127,0.023470,0.001733,0.154255
20260420_202239__d009,real_delivery,17.834775,0.046235,0.000000,0.416322
20260420_202239__d009,real_delivery,17.894423,0.050897,0.001330,0.408589
20260420_202239__d009,real_delivery,17.954071,0.027473,0.000645,0.219366
20260420_202239__d009,real_delivery,18.013719,0.026079,0.000846,0.132880
20260420_202239__d009,real_delivery,18.073367,0.048923,0.000322,0.389480
20260420_202239__d009,real_delivery,18.133015,0.030196,0.000000,0.154058
20260420_202239__d009,real_delivery,18.192663,0.066105,0.000806,0.388249
20260420_202239__d009,real_delivery,18.252311,0.205936,0.001370,1.303339
20260420_202239__d009,real_delivery,18.311959,0.162918,0.001169,2.145242
20260420_202239__d009,real_delivery,18.371608,0.210976,0.005964,2.372045
20260420_202239__d009,real_delivery,18.431256,0.137656,0.010920,3.140957
20260420_202239__d009,real_delivery,18.490904,0.086547,0.001209,1.624310
20260420_202239__d009,real_delivery,18.550552,0.264229,0.000725,2.870321
20260420_202239__d009,real_delivery,18.610200,0.096151,0.000967,1.707595
20260420_202239__d009,real_delivery,18.669848,0.076036,0.000000,2.443262
20260420_202239__d009,real_delivery,18.729496,0.039445,0.000000,1.501034
20260420_202239__d009,real_delivery,18.789144,0.062058,0.000000,2.152138
20260420_202239__d009,real_delivery,18.848792,0.030546,0.000000,1.456610
20260420_202239__d009,real_delivery,18.908440,0.061384,0.001128,2.221680
20260420_202239__d009,real_delivery,18.968088,6.149962,0.250564,4.384850
20260420_202239__d009,real_delivery,19.027736,1.668002,0.087041,2.543193
20260420_202239__d009,real_delivery,19.087384,1.586503,0.082407,1.823729
20260420_202239__d009,real_delivery,19.147033,2.826986,0.106746,3.225571
20260420_202239__d009,real_delivery,19.206681,2.299811,0.049645,1.738623
20260420_202239__d009,real_delivery,19.266329,2.942501,0.042835,2.708383
20260420_202239__d009,real_delivery,19.325977,1.220908,0.038241,1.828753
20260420_202239__d009,real_delivery,19.385625,1.541742,0.079263,3.124557
20260420_202239__d009,real_delivery,19.445273,1.892639,0.060243,2.138790
20260420_202239__d009,real_delivery,19.504921,1.092284,0.038121,1.215770
20260420_202239__d009,real_delivery,19.564569,1.303089,0.066288,2.265465
20260420_202239__d009,real_delivery,19.624217,1.470833,0.043158,1.430999
20260420_202239__d009,real_delivery,19.683865,1.176044,0.100419,3.374507
20260420_202239__d009,real_delivery,19.743513,0.808968,0.056576,1.853773
20260420_202239__d009,real_delivery,19.803161,1.696365,0.070358,2.341952
20260420_202239__d009,real_delivery,19.862809,1.014042,0.068867,1.297084
20260420_202239__d009,real_delivery,19.922458,1.013688,0.104731,2.429620
20260420_202239__d009,real_delivery,19.982106,0.962336,0.066489,1.233944
20260420_202239__d009,real_delivery,20.041754,1.680158,0.108277,1.646227
20260420_202239__d009,real_delivery,20.101402,2.334920,0.096027,0.973897
20260420_202239__d009,real_delivery,20.161050,4.354109,0.120648,1.236702
20260420_202239__d009,real_delivery,20.220698,2.556162,0.119399,1.019257
20260420_202239__d009,real_delivery,20.280346,3.087063,0.090627,1.079245
20260420_202239__d009,real_delivery,20.339994,6.941573,0.135598,2.401891
20260420_202239__d009,real_delivery,20.399642,4.641769,0.049404,0.729856
20260420_202239__d009,real_delivery,20.459290,5.134498,0.068142,0.880024
20260420_202239__d009,real_delivery,20.518938,5.261811,0.024218,2.502512
20260420_202239__d009,real_delivery,20.578586,4.545597,0.055005,1.681147
20260420_202239__d009,real_delivery,20.638234,5.622368,0.025709,0.860175
20260420_202239__d009,real_delivery,20.697882,3.767052,0.039047,1.538564
20260420_202239__d009,real_delivery,20.757531,6.446571,0.031230,1.134752
20260420_202239__d009,real_delivery,20.817179,3.461813,0.113032,8.949517
20260420_202239__d009,real_delivery,20.876827,6.353104,0.148896,11.463849
20260420_202239__d009,real_delivery,20.936475,6.960625,0.328337,23.117021
20260420_202239__d009,real_delivery,20.996123,7.942881,0.519020,26.018026
20260420_202239__d009,real_delivery,21.055771,9.679009,1.415297,38.759555
20260420_202239__d009,real_delivery,21.115419,8.284942,1.314515,22.977443
20260420_202239__d009,real_delivery,21.175067,9.081951,0.803594,25.640465
20260420_202239__d009,real_delivery,21.234715,5.461921,0.547026,16.724685
20260420_202239__d009,real_delivery,21.294363,5.304873,0.497099,15.369976
20260420_202239__d009,real_delivery,21.354011,9.479898,0.719052,22.365987
20260420_202239__d009,real_delivery,21.413659,10.349663,0.787879,23.306984
20260420_202239__d009,real_delivery,21.473307,6.124870,0.578619,15.161545
20260420_202239__d009,real_delivery,21.532956,6.048801,0.620849,16.242415
20260420_202239__d009,real_delivery,21.592604,5.771151,0.810082,21.839588
20260420_202239__d009,real_delivery,21.652252,6.453212,0.641844,17.375640
20260420_202239__d009,real_delivery,21.711900,4.473667,0.786630,22.702522
20260420_202239__d009,real_delivery,21.771548,7.332902,0.773694,24.212421
20260420_202239__d009,real_delivery,21.831196,5.789880,0.713975,20.226310
20260420_202239__d009,real_delivery,21.890844,5.185918,0.681617,19.767287
20260420_202239__d009,real_delivery,21.950492,4.866806,0.901596,26.872784
20260420_202239__d009,real_delivery,22.010140,5.325527,0.774057,24.251625
20260420_202239__d009,real_delivery,22.069788,5.223068,0.913765,26.898493
20260420_202239__d009,real_delivery,22.129436,4.337324,0.619318,18.730152
20260420_202239__d009,real_delivery,22.189084,5.459726,0.844576,23.822794
20260420_202239__d009,real_delivery,22.248732,5.450166,0.572211,16.475424
20260420_202239__d009,real_delivery,22.308381,4.263620,0.893939,26.310431
20260420_202239__d009,real_delivery,22.368029,5.752682,0.681012,20.443164
20260420_202239__d009,real_delivery,22.427677,5.808131,0.926217,31.126675
20260420_202239__d009,real_delivery,22.487325,4.934254,0.472034,16.254925
20260420_202239__d009,real_delivery,22.546973,5.796315,0.704787,21.575946
20260420_202239__d009,real_delivery,22.606621,3.790275,0.495930,14.420508
20260420_202239__d009,real_delivery,22.666269,4.642392,0.552547,18.566145
20260420_202239__d009,real_delivery,22.725917,3.825562,0.456117,14.082348
20260420_202239__d009,real_delivery,22.785565,4.854923,0.730376,22.807723
20260420_202239__d009,real_delivery,22.845213,4.069884,0.505642,13.877561
20260420_202239__d009,real_delivery,22.904861,5.548614,0.687299,18.720055
20260420_202239__d009,real_delivery,22.964509,2.687065,0.468166,13.137362
20260420_202239__d009,real_delivery,23.024157,4.256934,0.668883,18.034328
20260420_202239__d009,real_delivery,23.083806,2.932711,0.453135,12.597567
20260420_202239__d009,real_delivery,23.143454,3.866432,0.538040,15.395144
20260420_202239__d009,real_delivery,23.203102,2.548778,0.317577,10.463554
20260420_202239__d009,real_delivery,23.262750,6.232526,0.638540,22.008176
20260420_202239__d009,real_delivery,23.322398,3.941301,0.506931,16.456807
20260420_202239__d009,real_delivery,23.382046,7.651521,0.689757,23.808412
20260420_202239__d009,real_delivery,23.441694,4.323659,0.518416,14.673414
20260420_202239__d009,real_delivery,23.501342,4.636947,0.543561,15.156176
20260420_202239__d009,real_delivery,23.560990,9.294809,0.674766,22.488869
20260420_202239__d009,real_delivery,23.620638,6.284361,0.537637,16.041223
20260420_202239__d009,real_delivery,23.680286,9.783719,0.708092,22.785461
20260420_202239__d009,real_delivery,23.739934,7.890594,0.543722,18.032752
20260420_202239__d009,real_delivery,23.799582,8.633861,0.834583,27.461141
20260420_202239__d009,real_delivery,23.859231,6.161468,0.493150,14.067918
20260420_202239__d009,real_delivery,23.918879,9.233811,0.615409,17.835944
20260420_202239__d009,real_delivery,23.978527,4.382686,0.444310,12.563140
20260420_202239__d009,real_delivery,24.038175,6.153526,0.501531,16.624163
20260420_202239__d009,real_delivery,24.097823,2.813771,0.311452,9.239115
20260420_202239__d009,real_delivery,24.157471,2.717831,0.368109,11.480644
20260420_202239__d009,real_delivery,24.217119,5.244321,0.787315,27.082201
20260420_202239__d009,real_delivery,24.276767,2.758126,0.527361,20.068410
20260420_202239__d009,real_delivery,24.336415,4.447536,0.532479,18.049448
20260420_202239__d009,real_delivery,24.396063,2.975223,0.330150,9.945232
20260420_202239__d009,real_delivery,24.455711,4.192615,0.622542,19.167455
20260420_202239__d009,real_delivery,24.515359,2.699512,0.438991,11.408688
20260420_202239__d009,real_delivery,24.575007,2.442886,0.636485,15.347025
20260420_202239__d009,real_delivery,24.634656,1.159894,0.219052,6.082004
20260420_202239__d009,real_delivery,24.694304,1.485161,0.298316,9.239115
20260420_202239__d009,real_delivery,24.753952,1.229363,0.254715,6.570725
20260420_202239__d009,real_delivery,24.813600,3.584368,0.726668,19.410609
20260420_202239__d009,real_delivery,24.873248,2.726138,0.518980,14.061860
20260420_202239__d009,real_delivery,24.932896,2.367555,0.432181,12.369484
20260420_202239__d010,real_delivery,0.060201,0.547083,0.017771,0.397311
20260420_202239__d010,real_delivery,0.120402,0.903112,0.007132,0.313781
20260420_202239__d010,real_delivery,0.180603,0.952109,0.001612,0.385934
20260420_202239__d010,real_delivery,0.240804,0.590271,0.003143,0.140711
20260420_202239__d010,real_delivery,0.301005,0.611637,0.008906,0.323089
20260420_202239__d010,real_delivery,0.361206,0.941155,0.002257,0.288909
20260420_202239__d010,real_delivery,0.421408,0.532339,0.001128,0.218036
20260420_202239__d010,real_delivery,0.481609,0.915900,0.004715,0.291667
20260420_202239__d010,real_delivery,0.541810,0.507212,0.006528,0.313091
20260420_202239__d010,real_delivery,0.602011,0.814973,0.000242,0.247587
20260420_202239__d010,real_delivery,0.662212,0.402681,0.001692,0.223651
20260420_202239__d010,real_delivery,0.722413,0.864050,0.004513,0.324370
20260420_202239__d010,real_delivery,0.782614,1.231234,0.025870,0.558658
20260420_202239__d010,real_delivery,0.842815,1.021684,0.009792,0.254482
20260420_202239__d010,real_delivery,0.903016,1.153960,0.007656,0.329492
20260420_202239__d010,real_delivery,0.963217,1.767381,0.044004,0.749458
20260420_202239__d010,real_delivery,1.023418,1.254836,0.063951,0.761328
20260420_202239__d010,real_delivery,1.083619,1.812034,0.039813,0.657998
20260420_202239__d010,real_delivery,1.143820,1.333435,0.028127,0.610126
20260420_202239__d010,real_delivery,1.204021,2.536553,0.060243,0.935431
20260420_202239__d010,real_delivery,1.264223,1.578667,0.101467,1.357861
20260420_202239__d010,real_delivery,1.324424,2.342441,0.104449,1.421641
20260420_202239__d010,real_delivery,1.384625,1.362724,0.071607,0.996552
20260420_202239__d010,real_delivery,1.444826,1.760613,0.072574,0.943853
20260420_202239__d010,real_delivery,1.505027,1.389928,0.063266,0.858058
20260420_202239__d010,real_delivery,1.565228,1.874511,0.054763,0.775758
20260420_202239__d010,real_delivery,1.625429,2.865144,0.069471,1.299941
20260420_202239__d010,real_delivery,1.685630,4.626613,0.174565,2.839441
20260420_202239__d010,real_delivery,1.745831,10.119908,0.013096,0.760540
20260420_202239__d010,real_delivery,1.806032,9.442204,0.106464,1.167947
20260420_202239__d010,real_delivery,1.866233,10.236973,0.086114,0.901941
20260420_202239__d010,real_delivery,1.926434,9.735959,0.058551,0.583333
20260420_202239__d010,real_delivery,1.986635,8.548744,0.041626,0.643075
20260420_202239__d010,real_delivery,2.046836,8.314828,0.008221,0.216164
20260420_202239__d010,real_delivery,2.107038,5.800451,0.018295,0.467149
20260420_202239__d010,real_delivery,2.167239,10.691534,0.011243,0.266154
20260420_202239__d010,real_delivery,2.227440,6.478905,0.024984,0.445380
20260420_202239__d010,real_delivery,2.287641,12.489527,0.007576,0.219760
20260420_202239__d010,real_delivery,2.347842,5.892932,0.023654,0.461338
20260420_202239__d010,real_delivery,2.408043,11.585006,0.011243,0.297380
20260420_202239__d010,real_delivery,2.468244,8.968936,0.020350,0.462421
20260420_202239__d010,real_delivery,2.528445,9.797181,0.009389,0.303783
20260420_202239__d010,real_delivery,2.588646,12.675974,0.015635,0.452226
20260420_202239__d010,real_delivery,2.648847,8.534596,0.013620,0.327374
20260420_202239__d010,real_delivery,2.709048,8.317270,0.025991,0.454393
20260420_202239__d010,real_delivery,2.769249,14.023353,0.024702,0.459368
20260420_202239__d010,real_delivery,2.829450,7.967706,0.006689,0.258914
20260420_202239__d010,real_delivery,2.889651,13.810243,0.015272,0.516893
20260420_202239__d010,real_delivery,2.949853,7.598525,0.010074,0.424448
20260420_202239__d010,real_delivery,3.010054,13.454749,0.012895,0.431787
20260420_202239__d010,real_delivery,3.070255,6.614100,0.003304,0.181787
20260420_202239__d010,real_delivery,3.130456,13.718128,0.011767,30.188190
20260420_202239__d010,real_delivery,3.190657,6.953660,0.010114,21.376970
20260420_202239__d010,real_delivery,3.250858,13.417146,0.007253,25.377069
20260420_202239__d010,real_delivery,3.311059,10.924351,0.007777,19.692425
20260420_202239__d010,real_delivery,3.371260,6.736526,0.004997,16.165829
20260420_202239__d010,real_delivery,3.431461,13.380130,0.010840,20.565997
20260420_202239__d010,real_delivery,3.491662,6.960551,0.006286,14.507141
20260420_202239__d010,real_delivery,3.551863,13.780980,0.006206,17.526349
20260420_202239__d010,real_delivery,3.612064,8.125307,0.011404,12.826980
20260420_202239__d010,real_delivery,3.672265,13.513421,0.025790,12.212618
20260420_202239__d010,real_delivery,3.732466,9.132264,0.021881,0.743647
20260420_202239__d010,real_delivery,3.792668,11.268796,0.010517,0.978231
20260420_202239__d010,real_delivery,3.852869,9.448400,0.009349,0.287431
20260420_202239__d010,real_delivery,3.913070,11.631595,0.005642,0.307673
20260420_202239__d010,real_delivery,3.973271,9.016823,0.005198,0.319297
20260420_202239__d010,real_delivery,4.033472,11.469858,0.003103,0.247439
20260420_202239__d010,real_delivery,4.093673,8.366165,0.000484,0.269701
20260420_202239__d010,real_delivery,4.153874,7.884799,0.000725,0.263002
20260420_202239__d010,real_delivery,4.214075,7.936615,0.000443,0.323582
20260420_202239__d010,real_delivery,4.274276,3.980236,0.000725,0.315061
20260420_202239__d010,real_delivery,4.334477,4.955427,0.001169,0.327768
20260420_202239__d010,real_delivery,4.394678,6.626605,0.002458,0.426369
20260420_202239__d010,real_delivery,4.454879,2.254072,0.001209,0.275857
20260420_202239__d010,real_delivery,4.515080,2.192185,0.004070,0.500345
20260420_202239__d010,real_delivery,4.575281,3.650226,0.001572,0.387707
20260420_202239__d010,real_delivery,4.635483,2.891928,0.002498,0.477443
20260420_202239__d010,real_delivery,4.695684,1.197547,0.001934,0.282210
20260420_202239__d010,real_delivery,4.755885,1.663037,0.009752,0.595301
20260420_202239__d010,real_delivery,4.816086,1.361096,0.002740,0.410116
20260420_202239__d010,real_delivery,4.876287,0.546636,0.000967,0.273296
20260420_202239__d010,real_delivery,4.936488,0.913719,0.005077,0.355743
20260420_202239__d010,real_delivery,4.996689,0.550750,0.005722,0.379876
20260420_202239__d010,real_delivery,5.056890,1.150295,0.001410,0.323483
20260420_202239__d010,real_delivery,5.117091,0.771164,0.001048,0.286545
20260420_202239__d010,real_delivery,5.177292,1.112510,0.002458,0.335402
20260420_202239__d010,real_delivery,5.237493,0.487384,0.000927,0.337815
20260420_202239__d010,real_delivery,5.297694,0.987499,0.001813,0.421247
20260420_202239__d010,real_delivery,5.357895,0.546670,0.000524,0.293046
20260420_202239__d010,real_delivery,5.418096,0.968430,0.002257,0.386229
20260420_202239__d010,real_delivery,5.478298,0.622705,0.002377,0.342100
20260420_202239__d010,real_delivery,5.538499,1.323290,0.001692,0.401645
20260420_202239__d010,real_delivery,5.598700,0.968074,0.000201,0.274478
20260420_202239__d010,real_delivery,5.658901,1.062981,0.001652,0.164795
20260420_202239__d010,real_delivery,5.719102,2.336805,0.005682,0.690406
20260420_202239__d010,real_delivery,5.779303,2.593461,0.002660,0.855890
20260420_202239__d010,real_delivery,5.839504,1.383442,0.001169,0.219563
20260420_202239__d010,real_delivery,5.899705,2.727337,0.000927,0.223503
20260420_202239__d010,real_delivery,5.959906,1.493532,0.001692,0.422971
20260420_202239__d010,real_delivery,6.020107,2.742748,0.000000,0.342790
20260420_202239__d010,real_delivery,6.080308,1.765303,0.000000,0.269947
20260420_202239__d010,real_delivery,6.140509,3.444808,0.000000,0.278418
20260420_202239__d010,real_delivery,6.200710,1.871018,0.000000,0.318903
20260420_202239__d010,real_delivery,6.260911,3.118230,0.000000,0.329787
20260420_202239__d010,real_delivery,6.321113,1.791534,0.000282,0.313337
20260420_202239__d010,real_delivery,6.381314,3.121814,0.001048,0.325847
20260420_202239__d010,real_delivery,6.441515,1.916321,0.000766,0.273345
20260420_202239__d010,real_delivery,6.501716,2.948849,0.000806,0.469316
20260420_202239__d010,real_delivery,6.561917,3.068990,0.286388,3.807723
20260420_202239__d010,real_delivery,6.622118,1.977249,0.022768,0.359584
20260420_202239__d010,real_delivery,6.682319,2.171106,0.033688,0.420804
20260420_202239__d010,real_delivery,6.742520,4.573210,0.054078,0.769553
20260420_202239__d010,real_delivery,6.802721,2.073110,0.041385,0.598306
20260420_202239__d010,real_delivery,6.862922,2.669417,0.069632,0.950010
20260420_202239__d010,real_delivery,6.923123,1.143996,0.033164,0.465130
20260420_202239__d010,real_delivery,6.983324,1.815411,0.058470,0.751084
20260420_202239__d010,real_delivery,7.043525,1.189252,0.036509,0.502955
20260420_202239__d010,real_delivery,7.103726,2.474098,0.057584,0.839687
20260420_202239__d010,real_delivery,7.163928,1.625143,0.038403,0.573040
20260420_202239__d010,real_delivery,7.224129,2.353213,0.046825,0.763347
20260420_202239__d010,real_delivery,7.284330,5.691772,6.121132,59.347074
20260420_202239__d010,real_delivery,7.344531,5.137342,0.056375,45.371897
20260420_202239__d010,real_delivery,7.404732,5.121753,0.000363,64.299744
20260420_202239__d010,real_delivery,7.464933,5.197550,0.000000,34.925877
20260420_202239__d010,real_delivery,7.525134,3.076331,0.001934,32.378743
20260420_202239__d010,real_delivery,7.585335,3.045719,0.000443,39.246749
20260420_202239__d010,real_delivery,7.645536,1.315623,0.000564,19.124310
20260420_202239__d010,real_delivery,7.705737,2.287990,0.006891,0.478970
20260420_202239__d010,real_delivery,7.765938,1.108592,0.008583,0.583924
20260420_202239__d010,real_delivery,7.826139,1.616911,0.000927,0.008570
20260420_202239__d010,real_delivery,7.886340,0.996449,0.002095,0.009604
20260420_202239__d010,real_delivery,7.946541,1.718505,0.003466,0.063140
20260420_202239__d010,real_delivery,8.006743,0.826817,0.000806,0.035806
20260420_202239__d010,real_delivery,8.066944,1.381727,0.000564,0.022656
20260420_202239__d010,real_delivery,8.127145,0.877525,0.000766,0.026891
20260420_202239__d010,real_delivery,8.187346,0.829508,0.000121,0.046690
20260420_202239__d010,real_delivery,8.247547,2.478079,0.000604,0.044326
20260420_202239__d010,real_delivery,8.307748,1.658851,0.000081,0.062155
20260420_202239__d010,real_delivery,8.367949,2.968742,0.000806,0.007043
20260420_202239__d010,real_delivery,8.428150,1.676196,0.000322,0.008274
20260420_202239__d010,real_delivery,8.488351,2.960303,0.000000,0.002364
20260420_202239__d010,real_delivery,8.548552,1.901554,0.000000,0.003891
20260420_202239__d010,real_delivery,8.608753,3.057927,0.000000,0.002709
20260420_202239__d010,real_delivery,8.668954,1.505363,0.002095,0.041913
20260420_202239__d010,real_delivery,8.729155,2.690627,0.000685,0.006058
20260420_202239__d010,real_delivery,8.789356,1.560440,0.001733,0.118893
20260420_202239__d010,real_delivery,8.849558,2.299221,0.000725,0.064125
20260420_202239__d010,real_delivery,8.909759,1.291986,0.001289,0.051615
20260420_202239__d010,real_delivery,8.969960,4.384788,0.005682,0.460057
20260420_202239__d010,real_delivery,9.030161,0.793960,0.000081,0.038859
20260420_202239__d010,real_delivery,9.090362,1.779219,0.000040,0.027384
20260420_202239__d010,real_delivery,9.150563,0.739586,0.000040,0.013396
20260420_202239__d010,real_delivery,9.210764,1.178219,0.000081,0.020587
20260420_202239__d010,real_delivery,9.270965,2.452248,0.000121,0.011229
20260420_202239__d010,real_delivery,9.331166,1.373880,0.000000,0.001428
20260420_202239__d010,real_delivery,9.391367,2.308444,0.000000,0.002216
20260420_202239__d010,real_delivery,9.451568,1.498874,0.000000,0.010047
