clip_id,label,ts_s,flow_magnitude,strip_diff_v1,strip_diff_v3
20260420_202239__d034,real_delivery,8.052610,11.488980,0.013338,0.314470
20260420_202239__d034,real_delivery,8.119715,8.756134,0.029578,0.478034
20260420_202239__d034,real_delivery,8.186821,10.030695,0.018093,0.437007
20260420_202239__d034,real_delivery,8.253926,9.359099,0.117585,1.265810
20260420_202239__d034,real_delivery,8.321031,8.367478,0.067134,0.702423
20260420_202239__d034,real_delivery,8.388136,9.896351,0.222840,2.104955
20260420_202239__d034,real_delivery,8.455241,7.846372,0.254433,2.807427
20260420_202239__d034,real_delivery,8.522346,8.671809,0.249678,3.466509
20260420_202239__d034,real_delivery,8.589451,10.907120,0.252055,2.548463
20260420_202239__d034,real_delivery,8.656556,11.235944,0.296663,2.918193
20260420_202239__d034,real_delivery,8.723661,9.728074,0.150266,1.728625
20260420_202239__d034,real_delivery,8.790766,7.816675,0.214781,2.870223
20260420_202239__d034,real_delivery,8.857871,10.576491,0.116618,1.754876
20260420_202239__d034,real_delivery,8.924977,7.713488,0.072655,1.190652
20260420_202239__d034,real_delivery,8.992082,3.603095,0.017448,0.611801
20260420_202239__d034,real_delivery,9.059187,6.216472,0.029537,1.575798
20260420_202239__d034,real_delivery,9.126292,6.970570,0.026918,3.150758
20260420_202239__d034,real_delivery,9.193397,3.929447,0.033607,2.748966
20260420_202239__d034,real_delivery,9.260502,7.348432,0.045334,2.743302
20260420_202239__d034,real_delivery,9.327607,4.389393,0.028691,1.987736
20260420_202239__d034,real_delivery,9.394712,9.111851,0.024863,3.333974
20260420_202239__d034,real_delivery,9.461817,9.480680,0.047671,3.535461
20260420_202239__d034,real_delivery,9.528922,4.717830,0.042634,1.920262
20260420_202239__d034,real_delivery,9.596027,10.058282,0.114644,3.474783
20260420_202239__d034,real_delivery,9.663132,11.048643,0.141119,3.417110
20260420_202239__d034,real_delivery,9.730238,6.032325,0.069955,1.462864
20260420_202239__d034,real_delivery,9.797343,12.755375,0.092521,2.673266
20260420_202239__d034,real_delivery,9.864448,14.112959,0.041385,2.381846
20260420_202239__d034,real_delivery,9.931553,7.772497,0.017932,1.630861
20260420_202239__d034,real_delivery,9.998658,15.170368,0.034131,2.735766
20260420_202239__d034,real_delivery,10.065763,7.172468,0.008382,1.164894
20260420_202239__d034,real_delivery,10.132868,13.527009,0.010638,1.861850
20260420_202239__d034,real_delivery,10.199973,12.373641,0.010638,1.871208
20260420_202239__d034,real_delivery,10.267078,5.944696,0.002055,0.833186
20260420_202239__d034,real_delivery,10.334183,12.747763,0.021841,2.075502
20260420_202239__d034,real_delivery,10.401288,6.274055,0.004513,1.341411
20260420_202239__d034,real_delivery,10.468394,14.315845,0.009188,2.186121
20260420_202239__d034,real_delivery,10.535499,13.978693,0.050653,3.686269
20260420_202239__d034,real_delivery,10.602604,12.717867,0.025347,1.717642
20260420_202239__d034,real_delivery,10.669709,9.895677,0.038524,2.170952
20260420_202239__d034,real_delivery,10.736814,9.146771,0.036791,2.034968
20260420_202239__d034,real_delivery,10.803919,8.086746,0.043117,1.793784
20260420_202239__d034,real_delivery,10.871024,6.865751,0.034131,1.899921
20260420_202239__d034,real_delivery,10.938129,2.909769,0.010235,0.608402
20260420_202239__d034,real_delivery,11.005234,7.485684,0.017529,1.759112
20260420_202239__d034,real_delivery,11.072339,2.496430,0.003868,0.412283
20260420_202239__d034,real_delivery,11.139444,4.138631,0.010719,0.952177
20260420_202239__d034,real_delivery,11.206549,2.950272,0.006891,0.831511
20260420_202239__d034,real_delivery,11.273655,2.638856,0.003224,0.791322
20260420_202239__d034,real_delivery,11.340760,2.111103,0.002861,0.718578
20260420_202239__d034,real_delivery,11.407865,7.800936,0.211638,6.166223
20260420_202239__d034,real_delivery,11.474970,7.312649,0.009026,0.979462
20260420_202239__d034,real_delivery,11.542075,3.737997,0.077531,1.026645
20260420_202239__d034,real_delivery,11.609180,3.899879,0.081439,1.505664
20260420_202239__d034,real_delivery,11.676285,3.751128,0.121696,1.163268
20260420_202239__d034,real_delivery,11.743390,1.903471,0.088290,1.275315
20260420_202239__d034,real_delivery,11.810495,3.969015,0.122139,1.071316
20260420_202239__d034,real_delivery,11.877600,4.619492,0.071526,1.330428
20260420_202239__d034,real_delivery,11.944705,3.074679,0.047107,2.133570
20260420_202239__d034,real_delivery,12.011810,7.441390,0.042795,0.874803
20260420_202239__d034,real_delivery,12.078916,4.587446,0.036750,0.572449
20260420_202239__d034,real_delivery,12.146021,9.562638,0.039410,0.911791
20260420_202239__d034,real_delivery,12.213126,8.780770,0.028731,0.682969
20260420_202239__d034,real_delivery,12.280231,9.671005,0.054682,0.885786
20260420_202239__d034,real_delivery,12.347336,5.196053,0.030746,0.525709
20260420_202239__d034,real_delivery,12.414441,10.386244,0.059921,1.107072
20260420_202239__d034,real_delivery,12.481546,8.219105,0.045616,0.980743
20260420_202239__d034,real_delivery,12.548651,7.002132,0.032640,0.821809
20260420_202239__d034,real_delivery,12.615756,4.094669,0.012210,0.384506
20260420_202239__d034,real_delivery,12.682861,7.059267,0.010356,0.523641
20260420_202239__d034,real_delivery,12.749966,6.590041,0.011001,0.418440
20260420_202239__d034,real_delivery,12.817072,6.668227,0.037838,0.753792
20260420_202239__d034,real_delivery,12.884177,7.067804,0.041344,0.753152
20260420_202239__d034,real_delivery,12.951282,4.071717,0.006044,0.822498
20260420_202239__d034,real_delivery,13.018387,7.760162,0.011807,1.923660
20260420_202239__d034,real_delivery,13.085492,8.038195,0.017690,1.992612
20260420_202239__d034,real_delivery,13.152597,4.352597,0.025709,2.376872
20260420_202239__d034,real_delivery,13.219702,7.992627,0.045374,1.974685
20260420_202239__d034,real_delivery,13.286807,4.270408,0.031351,0.772853
20260420_202239__d034,real_delivery,13.353912,8.258657,0.038241,0.870223
20260420_202239__d034,real_delivery,13.421017,4.374445,0.016401,0.779649
20260420_202239__d034,real_delivery,13.488122,8.424792,0.013096,0.686219
20260420_202239__d034,real_delivery,13.555227,4.504150,0.016723,0.383570
20260420_202239__d034,real_delivery,13.622333,9.440598,0.017287,0.399576
20260420_202239__d034,real_delivery,13.689438,4.940721,0.017005,0.254876
20260420_202239__d034,real_delivery,13.756543,9.159061,0.023332,0.512214
20260420_202239__d034,real_delivery,13.823648,9.472081,0.053030,0.724586
20260420_202239__d034,real_delivery,13.890753,5.412429,0.014265,0.283343
20260420_202239__d034,real_delivery,13.957858,9.814817,0.037879,1.841312
20260420_202239__d034,real_delivery,14.024963,5.129164,0.022083,0.376675
20260420_202239__d034,real_delivery,14.092068,9.605323,0.024742,0.453507
20260420_202239__d034,real_delivery,14.159173,4.810169,0.020672,0.225719
20260420_202239__d034,real_delivery,14.226278,4.640508,0.015434,0.297872
20260420_202239__d034,real_delivery,14.293383,8.665521,0.010961,0.261279
20260420_202239__d034,real_delivery,14.360489,3.992793,0.012653,0.360372
20260420_202239__d034,real_delivery,14.427594,7.159741,0.025991,0.327078
20260420_202239__d034,real_delivery,14.494699,3.155317,0.010195,0.274872
20260420_202239__d034,real_delivery,14.561804,4.516668,0.037919,0.577275
20260420_202239__d034,real_delivery,14.628909,1.919229,0.050411,0.624458
20260420_202239__d034,real_delivery,14.696014,2.028739,0.073662,0.644257
20260420_202239__d034,real_delivery,14.763119,2.057680,0.053433,0.718528
20260420_202239__d034,real_delivery,14.830224,1.323078,0.022888,0.296543
20260420_202239__d034,real_delivery,14.897329,1.385862,0.034131,0.440898
20260420_202239__d034,real_delivery,14.964434,2.320843,0.019302,0.419572
20260420_202239__d034,real_delivery,15.031539,3.016828,0.017972,0.433511
20260420_202239__d034,real_delivery,15.098644,2.424273,0.008140,0.237933
20260420_202239__d034,real_delivery,15.165750,3.363126,0.011605,0.401202
20260420_202239__d034,real_delivery,15.232855,2.612273,0.003546,0.152532
20260420_202239__d034,real_delivery,15.299960,3.010846,0.003466,0.193410
20260420_202239__d034,real_delivery,15.367065,4.888825,0.004271,0.304324
20260420_202239__d034,real_delivery,15.434170,3.857697,0.015272,0.519110
20260420_202239__d034,real_delivery,15.501275,4.909202,0.010074,0.436909
20260420_202239__d034,real_delivery,15.568380,3.950581,0.010235,0.428438
20260420_202239__d034,real_delivery,15.635485,4.068766,0.011444,0.372488
20260420_202239__d034,real_delivery,15.702590,3.783024,0.004352,0.260097
20260420_202239__d034,real_delivery,15.769695,2.622821,0.006528,0.443755
20260420_202239__d034,real_delivery,15.836800,3.246726,0.004271,0.430999
20260420_202239__d034,real_delivery,15.903906,3.205325,0.000967,0.310628
20260420_202239__d034,real_delivery,15.971011,2.526216,0.000403,0.302305
20260420_202239__d034,real_delivery,16.038116,2.804543,0.008906,0.649872
20260420_202239__d034,real_delivery,16.105221,0.870880,0.004956,0.422774
20260420_202239__d034,real_delivery,16.172326,1.155290,0.049847,1.530831
20260420_202239__d034,real_delivery,16.239431,1.195871,0.002055,0.134949
20260420_202239__d034,real_delivery,16.306536,1.624635,0.006044,0.372685
20260420_202239__d034,real_delivery,16.373641,0.831386,0.003425,0.244041
20260420_202239__d034,real_delivery,16.440746,1.538630,0.011323,0.760195
20260420_202239__d034,real_delivery,16.507851,2.067962,0.023533,0.826192
20260420_202239__d034,real_delivery,16.574956,1.147586,0.012371,0.455477
20260420_202239__d034,real_delivery,16.642061,0.722513,0.017690,0.598552
20260420_202239__d034,real_delivery,16.709167,1.485395,0.007656,0.391942
20260420_202239__d034,real_delivery,16.776272,0.809035,0.003909,0.251970
20260420_202239__d034,real_delivery,16.843377,5.332592,0.236702,3.556048
20260420_202239__d034,real_delivery,16.910482,9.405751,0.097679,1.369681
20260420_202239__d034,real_delivery,16.977587,10.254227,0.088532,1.079886
20260420_202239__d034,real_delivery,17.044692,4.993861,0.043681,0.643322
20260420_202239__d034,real_delivery,17.111797,8.774090,0.080432,1.220597
20260420_202239__d034,real_delivery,17.178902,3.449992,0.064394,1.026596
20260420_202239__d034,real_delivery,17.246007,4.851449,0.134309,1.284919
20260420_202239__d034,real_delivery,17.313112,2.501992,0.077652,0.977886
20260420_202239__d034,real_delivery,17.380217,5.409338,0.156995,1.484831
20260420_202239__d034,real_delivery,17.447323,8.147134,0.163040,2.048710
20260420_202239__d034,real_delivery,17.514428,5.082009,3.385679,19.667356
20260420_202239__d034,real_delivery,17.581533,5.425161,29.235816,14.066982
20260420_202239__d034,real_delivery,17.648638,6.268871,26.796865,7.687057
20260420_202239__d034,real_delivery,17.715743,7.849646,6.683914,2.104117
20260420_202239__d034,real_delivery,17.782848,3.566808,0.044971,0.564618
20260420_202239__d034,real_delivery,17.849953,7.523712,0.108075,1.055063
20260420_202239__d034,real_delivery,17.917058,8.502991,0.083978,0.909968
20260420_202239__d034,real_delivery,17.984163,4.753339,0.062782,1.191342
20260420_202239__d034,real_delivery,18.051268,10.604761,0.061130,0.951635
20260420_202239__d034,real_delivery,18.118373,4.602907,0.116900,1.557821
20260420_202239__d034,real_delivery,18.185478,1.721480,0.013580,0.408885
20260420_202239__d034,real_delivery,18.252584,0.800084,0.006689,0.188387
20260420_202239__d034,real_delivery,18.319689,1.656219,0.014910,0.306344
20260420_202239__d034,real_delivery,18.386794,1.648649,0.011686,0.362786
20260420_202239__d034,real_delivery,18.453899,0.668540,0.007253,0.311466
20260420_202239__d034,real_delivery,18.521004,1.325024,0.011847,0.307575
20260420_202239__d034,real_delivery,18.588109,1.079377,0.011001,0.336141
20260420_202239__d034,real_delivery,18.655214,0.629794,0.004513,0.190800
20260420_202239__d034,real_delivery,18.722319,0.939697,0.007294,0.325502
20260420_202239__d034,real_delivery,18.789424,0.765081,0.005198,0.317130
20260420_202239__d034,real_delivery,18.856529,0.238968,0.003304,0.150857
20260420_202239__d034,real_delivery,18.923634,0.546371,0.003627,0.212569
20260420_202239__d034,real_delivery,18.990739,0.290860,0.003828,0.278763
20260420_202239__d034,real_delivery,19.057845,0.261760,0.003183,0.126034
20260420_202239__d034,real_delivery,19.124950,0.416337,0.003707,0.231531
20260420_202239__d034,real_delivery,19.192055,0.477293,0.007415,0.149429
20260420_202239__d034,real_delivery,19.259160,0.278588,0.005319,0.107072
20260420_202239__d034,real_delivery,19.326265,0.615534,0.005319,0.088997
20260420_202239__d034,real_delivery,19.393370,0.735137,0.005642,0.086781
20260420_202239__d034,real_delivery,19.460475,0.741748,0.002619,0.085894
20260420_202239__d034,real_delivery,19.527580,0.344499,0.002740,0.101950
20260420_202239__d034,real_delivery,19.594685,0.738865,0.000967,0.088505
20260420_202239__d034,real_delivery,19.661790,0.459536,0.001249,1.236554
20260420_202239__d034,real_delivery,19.728895,0.978440,0.002942,0.142041
20260420_202239__d034,real_delivery,19.796001,0.569624,0.002458,0.206068
20260420_202239__d034,real_delivery,19.863106,1.111474,0.005803,0.226261
20260420_202239__d034,real_delivery,19.930211,0.520438,0.002901,0.148641
20260420_202239__d034,real_delivery,19.997316,0.591937,0.003667,0.186219
20260420_202239__d034,real_delivery,20.064421,0.424610,0.003828,0.272163
20260420_202239__d034,real_delivery,20.131526,0.491717,0.005037,0.155634
20260420_202239__d034,real_delivery,20.198631,0.435455,0.003224,0.166716
20260420_202239__d034,real_delivery,20.265736,0.566819,0.005440,0.199320
20260420_202239__d034,real_delivery,20.332841,0.406858,0.002780,0.141351
20260420_202239__d034,real_delivery,20.399946,0.480021,0.002780,0.124015
20260420_202239__d034,real_delivery,20.467051,0.416348,0.002216,0.131797
20260420_202239__d034,real_delivery,20.534156,0.564380,0.003828,0.185284
20260420_202239__d034,real_delivery,20.601262,0.418355,0.003304,0.098848
20260420_202239__d034,real_delivery,20.668367,3.129182,47.970463,17.787825
20260420_202239__d034,real_delivery,20.735472,1.360044,4.564031,19.216657
20260420_202239__d034,real_delivery,20.802577,0.677191,0.778006,5.709712
20260420_202239__d034,real_delivery,20.869682,0.511100,0.295052,1.787283
20260420_202239__d034,real_delivery,20.936787,0.677980,0.098203,0.387313
20260420_202239__d034,real_delivery,21.003892,0.621792,0.007253,0.306196
20260420_202239__d034,real_delivery,21.070997,0.380861,0.005762,0.292750
20260420_202239__d034,real_delivery,21.138102,0.459598,0.023815,0.598848
20260420_202239__d034,real_delivery,21.205207,0.376015,0.007576,0.275020
20260420_202239__d034,real_delivery,21.272312,0.336845,0.007455,0.345498
20260420_202239__d034,real_delivery,21.339418,0.373140,0.006085,0.330428
20260420_202239__d034,real_delivery,21.406523,0.367256,0.008180,0.291223
20260420_202239__d034,real_delivery,21.473628,0.613900,0.010034,0.359978
20260420_202239__d034,real_delivery,21.540733,0.504765,0.009631,0.316933
20260420_202239__d034,real_delivery,21.607838,0.944795,0.018335,0.404600
20260420_202239__d034,real_delivery,21.674943,0.652369,0.021962,0.484240
20260420_202239__d034,real_delivery,21.742048,1.162049,0.038685,0.728970
20260420_202239__d034,real_delivery,21.809153,1.071531,0.027563,0.529157
20260420_202239__d034,real_delivery,21.876258,0.752154,0.022808,0.472419
20260420_202239__d034,real_delivery,21.943363,0.271803,0.010195,0.199567
20260420_202239__d034,real_delivery,22.010468,0.348036,0.004634,0.277827
20260420_202239__d034,real_delivery,22.077573,0.632431,0.009067,0.317327
20260420_202239__d034,real_delivery,22.144679,0.449101,0.011323,0.245223
20260420_202239__d034,real_delivery,22.211784,0.470553,0.014507,0.616184
20260420_202239__d034,real_delivery,22.278889,0.929037,0.016602,0.576635
20260420_202239__d034,real_delivery,22.345994,0.681613,0.010638,0.366283
20260420_202239__d034,real_delivery,22.413099,1.029255,0.038765,0.636673
20260420_202239__d034,real_delivery,22.480204,0.859183,0.033567,0.478576
20260420_202239__d034,real_delivery,22.547309,0.374918,0.002015,0.162776
20260420_202239__d034,real_delivery,22.614414,0.469534,0.008221,0.308511
20260420_202239__d034,real_delivery,22.681519,0.251229,0.010679,0.226458
20260420_202239__d034,real_delivery,22.748624,0.590408,0.019101,0.489165
20260420_202239__d034,real_delivery,22.815729,1.011551,0.023009,0.515219
20260420_202239__d034,real_delivery,22.882835,0.573809,0.008704,0.280684
20260420_202239__d034,real_delivery,22.949940,0.705168,0.018819,1.857959
20260420_202239__d034,real_delivery,23.017045,0.325120,0.008221,0.217494
20260420_202239__d034,real_delivery,23.084150,0.796784,0.006246,0.203507
20260420_202239__d034,real_delivery,23.151255,0.284536,0.002740,0.187894
20260420_202239__d034,real_delivery,23.218360,0.474060,0.005118,0.258668
20260420_202239__d034,real_delivery,23.285465,0.604347,0.005561,0.309594
20260420_202239__d034,real_delivery,23.352570,0.546477,0.008543,0.187155
20260420_202239__d034,real_delivery,23.419675,1.250414,0.015554,0.401448
20260420_202239__d034,real_delivery,23.486780,0.703131,0.004231,0.181885
20260420_202239__d034,real_delivery,23.553885,1.017883,0.009550,0.207102
20260420_202239__d035,real_delivery,0.062723,3.448225,0.026435,0.361801
20260420_202239__d035,real_delivery,0.125447,5.039439,0.041949,0.937993
20260420_202239__d035,real_delivery,0.188170,5.810500,0.039974,1.116332
20260420_202239__d035,real_delivery,0.250894,3.367695,0.019181,0.285165
20260420_202239__d035,real_delivery,0.313617,3.451975,0.043359,0.596336
20260420_202239__d035,real_delivery,0.376341,6.361614,0.078417,1.145390
20260420_202239__d035,real_delivery,0.439064,5.899799,0.480456,11.243253
20260420_202239__d035,real_delivery,0.501788,6.477705,1.104408,25.142829
20260420_202239__d035,real_delivery,0.564511,9.693751,0.786348,22.464884
20260420_202239__d035,real_delivery,0.627235,9.327293,0.206883,13.697597
20260420_202239__d035,real_delivery,0.689958,2.798731,0.305972,15.675926
20260420_202239__d035,real_delivery,0.752681,5.544992,1.183752,30.855743
20260420_202239__d035,real_delivery,0.815405,3.614995,1.018093,26.620420
20260420_202239__d035,real_delivery,0.878128,8.368694,0.895874,23.609732
20260420_202239__d035,real_delivery,0.940852,16.546263,1.505440,30.911692
20260420_202239__d035,real_delivery,1.003575,17.106462,0.681133,41.833727
20260420_202239__d035,real_delivery,1.066299,12.938177,2.374960,66.283245
20260420_202239__d035,real_delivery,1.129022,6.055530,1.187057,34.686958
20260420_202239__d035,real_delivery,1.191746,0.342360,0.298719,7.345991
20260420_202239__d035,real_delivery,1.254469,0.086373,0.054723,1.160707
20260420_202239__d035,real_delivery,1.317192,0.125476,0.077571,1.842248
20260420_202239__d035,real_delivery,1.379916,0.117742,0.067054,1.482910
20260420_202239__d035,real_delivery,1.442639,0.181254,0.116094,2.695331
20260420_202239__d035,real_delivery,1.505363,0.090012,0.060243,2.101556
20260420_202239__d035,real_delivery,1.568086,1.028301,0.112790,4.540928
20260420_202239__d035,real_delivery,1.630810,0.171171,0.095583,4.483846
20260420_202239__d035,real_delivery,1.693533,0.073381,0.032922,2.042799
20260420_202239__d035,real_delivery,1.756257,0.198252,0.103240,4.329590
20260420_202239__d035,real_delivery,1.818980,0.392301,0.464136,5.911742
20260420_202239__d035,real_delivery,1.881704,0.193870,0.087323,3.752069
20260420_202239__d035,real_delivery,1.944427,0.450260,0.119963,6.259161
20260420_202239__d035,real_delivery,2.007150,0.334627,0.101910,5.583284
20260420_202239__d035,real_delivery,2.069874,0.276297,0.079908,4.505368
20260420_202239__d035,real_delivery,2.132597,0.498385,0.127740,8.514431
20260420_202239__d035,real_delivery,2.195321,0.202414,0.073259,5.534427
20260420_202239__d035,real_delivery,2.258044,0.267997,0.123187,7.264972
20260420_202239__d035,real_delivery,2.320768,0.095361,0.071123,2.722518
20260420_202239__d035,real_delivery,2.383491,0.364336,0.142126,6.958038
20260420_202239__d035,real_delivery,2.446215,0.175748,0.066288,4.094070
20260420_202239__d035,real_delivery,2.508938,0.312310,0.112589,5.786101
20260420_202239__d035,real_delivery,2.571662,0.141290,0.045938,2.524429
20260420_202239__d035,real_delivery,2.634385,0.246409,0.102313,3.609584
20260420_202239__d035,real_delivery,2.697108,0.150336,0.056617,2.211732
20260420_202239__d035,real_delivery,2.759832,0.300400,0.080472,3.607023
20260420_202239__d035,real_delivery,2.822555,0.159218,0.054562,1.791716
20260420_202239__d035,real_delivery,2.885279,0.265666,0.091514,2.892583
20260420_202239__d035,real_delivery,2.948002,0.287571,0.111984,3.266105
20260420_202239__d035,real_delivery,3.010726,0.206658,0.091070,2.369484
20260420_202239__d035,real_delivery,3.073449,0.374363,0.153731,4.085303
20260420_202239__d035,real_delivery,3.136173,0.326863,0.117344,3.659525
20260420_202239__d035,real_delivery,3.198896,0.216179,0.074428,2.179817
20260420_202239__d035,real_delivery,3.261620,0.224214,0.057020,2.217691
20260420_202239__d035,real_delivery,3.324343,0.350238,0.092763,3.645242
20260420_202239__d035,real_delivery,3.387066,0.254272,0.082890,2.468972
20260420_202239__d035,real_delivery,3.449790,0.389421,0.144262,4.067277
20260420_202239__d035,real_delivery,3.512513,0.222472,0.088169,2.436269
20260420_202239__d035,real_delivery,3.575237,0.342317,0.127780,3.219021
20260420_202239__d035,real_delivery,3.637960,0.357590,0.138943,3.032112
20260420_202239__d035,real_delivery,3.700684,0.213325,0.085147,1.731186
20260420_202239__d035,real_delivery,3.763407,0.268382,0.121534,2.775561
20260420_202239__d035,real_delivery,3.826131,0.248622,0.095704,2.353379
20260420_202239__d035,real_delivery,3.888854,0.179976,0.065966,1.526941
20260420_202239__d035,real_delivery,3.951577,0.311442,0.103482,2.932082
20260420_202239__d035,real_delivery,4.014301,0.162211,0.036388,1.572203
20260420_202239__d035,real_delivery,4.077024,0.317222,0.089620,3.013495
20260420_202239__d035,real_delivery,4.139748,0.353307,0.084744,3.539303
20260420_202239__d035,real_delivery,4.202471,0.168798,0.040256,1.911348
20260420_202239__d035,real_delivery,4.265195,0.303675,0.073501,3.055654
20260420_202239__d035,real_delivery,4.327918,0.200848,0.045696,2.015859
20260420_202239__d035,real_delivery,4.390642,0.347752,0.062460,3.221434
20260420_202239__d035,real_delivery,4.453365,0.181404,0.025870,1.616775
20260420_202239__d035,real_delivery,4.516089,0.319880,0.039007,2.486259
20260420_202239__d035,real_delivery,4.578812,0.202350,0.027805,1.785510
20260420_202239__d035,real_delivery,4.641535,0.416341,0.050169,3.237392
20260420_202239__d035,real_delivery,4.704259,0.219991,0.033486,2.134703
20260420_202239__d035,real_delivery,4.766982,0.393254,0.050290,3.441736
20260420_202239__d035,real_delivery,4.829706,0.220974,0.043923,2.246799
20260420_202239__d035,real_delivery,4.892429,0.426517,0.092521,3.364066
20260420_202239__d035,real_delivery,4.955153,0.202421,0.049565,1.618794
20260420_202239__d035,real_delivery,5.017876,0.340932,0.061291,2.667011
20260420_202239__d035,real_delivery,5.080600,0.192489,0.039088,1.604462
20260420_202239__d035,real_delivery,5.143323,0.327983,0.071889,2.738130
20260420_202239__d035,real_delivery,5.206047,0.348507,0.053675,3.805014
20260420_202239__d035,real_delivery,5.268770,0.243709,0.039571,3.334220
20260420_202239__d035,real_delivery,5.331493,0.236717,0.042634,3.231728
20260420_202239__d035,real_delivery,5.394217,0.438888,0.055005,4.902926
20260420_202239__d035,real_delivery,5.456940,0.211775,0.052668,2.515908
20260420_202239__d035,real_delivery,5.519664,0.376571,0.056496,5.131747
20260420_202239__d035,real_delivery,5.582387,0.615334,0.069270,5.587766
20260420_202239__d035,real_delivery,5.645111,0.351540,0.044608,3.118844
20260420_202239__d035,real_delivery,5.707834,0.722726,0.103441,4.245567
20260420_202239__d035,real_delivery,5.770558,0.302439,0.064112,2.004876
20260420_202239__d035,real_delivery,5.833281,0.520569,0.092803,3.139135
20260420_202239__d035,real_delivery,5.896005,0.211262,0.052345,1.706905
20260420_202239__d035,real_delivery,5.958728,0.317766,0.372663,2.146375
20260420_202239__d035,real_delivery,6.021451,0.157014,0.049404,1.172380
20260420_202239__d035,real_delivery,6.084175,0.300004,0.066651,1.811219
20260420_202239__d035,real_delivery,6.146898,0.307413,0.079787,2.012953
20260420_202239__d035,real_delivery,6.209622,0.154349,0.052063,1.326635
20260420_202239__d035,real_delivery,6.272345,0.320773,0.089418,2.233796
20260420_202239__d035,real_delivery,6.335069,0.172608,0.056738,1.463849
20260420_202239__d035,real_delivery,6.397792,0.307672,0.072655,2.398936
20260420_202239__d035,real_delivery,6.460516,0.204392,0.059397,1.959614
20260420_202239__d035,real_delivery,6.523239,0.421431,0.109647,3.383964
20260420_202239__d035,real_delivery,6.585962,0.236767,0.076040,2.400906
20260420_202239__d035,real_delivery,6.648686,0.422404,0.132576,3.530585
20260420_202239__d035,real_delivery,6.711409,0.448215,0.137331,3.697498
20260420_202239__d035,real_delivery,6.774133,0.214439,0.095261,2.125493
20260420_202239__d035,real_delivery,6.836856,0.359509,0.144504,3.197153
20260420_202239__d035,real_delivery,6.899580,0.161897,0.104610,1.605053
20260420_202239__d035,real_delivery,6.962303,0.404083,0.152442,3.471286
20260420_202239__d035,real_delivery,7.025027,0.545839,0.198058,5.048611
20260420_202239__d035,real_delivery,7.087750,1.357833,0.175492,5.694838
20260420_202239__d035,real_delivery,7.150474,3.601844,0.456802,12.530388
20260420_202239__d035,real_delivery,7.213197,9.140666,0.258946,6.850916
20260420_202239__d035,real_delivery,7.275920,11.222810,0.347639,8.012805
20260420_202239__d035,real_delivery,7.338644,7.534374,0.061452,1.464145
20260420_202239__d035,real_delivery,7.401367,10.913135,0.073098,1.538219
20260420_202239__d035,real_delivery,7.464091,4.506561,0.041908,1.097419
20260420_202239__d035,real_delivery,7.526814,5.846190,0.060928,1.267533
20260420_202239__d035,real_delivery,7.589538,5.781712,0.045092,1.262707
20260420_202239__d035,real_delivery,7.652261,5.914518,0.044487,1.388347
20260420_202239__d035,real_delivery,7.714985,3.055640,0.046623,1.048857
20260420_202239__d035,real_delivery,7.777708,5.783863,0.063951,1.281028
20260420_202239__d035,real_delivery,7.840432,2.961519,0.038000,0.908688
20260420_202239__d035,real_delivery,7.903155,5.851857,0.061694,1.418932
20260420_202239__d035,real_delivery,7.965878,2.974079,0.038322,0.900167
20260420_202239__d035,real_delivery,8.028602,5.921840,0.050330,1.365002
20260420_202239__d035,real_delivery,8.091325,3.019464,0.025830,0.885441
20260420_202239__d035,real_delivery,8.154049,5.771567,0.050250,1.433412
20260420_202239__d035,real_delivery,8.216772,7.135316,0.046704,1.397705
20260420_202239__d035,real_delivery,8.279496,5.773236,0.075637,1.246306
20260420_202239__d035,real_delivery,8.342219,11.270467,0.066771,1.412136
20260420_202239__d035,real_delivery,8.404943,5.743471,0.038241,1.149921
20260420_202239__d035,real_delivery,8.467666,12.840930,0.043561,1.596237
20260420_202239__d035,real_delivery,8.530390,6.127142,0.056375,1.331954
20260420_202239__d035,real_delivery,8.593113,12.784753,0.063145,1.535018
20260420_202239__d035,real_delivery,8.655836,13.056691,0.076322,1.512461
20260420_202239__d035,real_delivery,8.718560,6.104255,0.062218,1.199271
20260420_202239__d035,real_delivery,8.781283,13.045691,0.074146,1.523985
20260420_202239__d035,real_delivery,8.844007,6.084509,0.057342,1.171838
20260420_202239__d035,real_delivery,8.906730,13.303242,0.064354,1.570774
20260420_202239__d035,real_delivery,8.969454,7.530277,0.106867,1.303093
20260420_202239__d035,real_delivery,9.032177,13.034279,0.112307,1.820282
20260420_202239__d035,real_delivery,9.094901,5.920055,0.043158,1.288071
20260420_202239__d035,real_delivery,9.157624,12.480821,0.062943,1.952522
20260420_202239__d035,real_delivery,9.220347,12.152827,0.061694,2.384456
20260420_202239__d035,real_delivery,9.283071,5.458343,0.049645,1.726606
20260420_202239__d035,real_delivery,9.345794,6.562808,0.053030,2.034624
20260420_202239__d035,real_delivery,9.408518,11.090623,0.077168,2.956314
20260420_202239__d035,real_delivery,9.471241,8.788480,0.062943,2.889086
20260420_202239__d035,real_delivery,9.533965,4.859262,0.046341,2.421001
20260420_202239__d035,real_delivery,9.596688,7.705115,0.048638,3.289303
20260420_202239__d035,real_delivery,9.659412,3.077811,0.036388,2.353280
20260420_202239__d035,real_delivery,9.722135,6.024248,0.054723,3.692228
